userid,username,followers,tweets,profile_desc,location,verified,entities
175151241,iT24Hrs,65493,26023,"ไอที24ชั่วโมง by ปานระพี เทคโนโลยีใกล้ตัวเพื่อชีวิตที่ดีขึ้น
ช่อง 9MCOT HD อา.13 น.,https://t.co/TP85ehJSxn
tiktok @it24hrs
for jobs 📞 080-2345023",Thailand,True,"{'url': {'urls': [{'start': 0, 'end': 22, 'url': 'http://www.it24hrs.com'}]}, 'description': {'urls': [{'start': 84, 'end': 107, 'url': 'https://t.co/TP85ehJSxn', 'expanded_url': 'http://youtube.com/it24hrs', 'display_url': 'youtube.com/it24hrs'}], 'mentions': [{'start': 115, 'end': 123, 'username': 'it24hrs'}]}}"
1490829841284747265,calixvin,2457,17716,ʚ ʜᴇ/ʜɪᴍ┊ᴍᴡ: @liyoo_rk┊ᴀʟᴛ: @KazueCloudz┊ᴘʀᴏᴏғs #VinIsTrusted ɞ,pfp by: @Kanishiima,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vWjo6xJAtg', 'expanded_url': 'http://sponsors.xn--open-ou3b', 'display_url': 'sponsors.open♡'}]}, 'description': {'hashtags': [{'start': 48, 'end': 61, 'tag': 'VinIsTrusted'}], 'mentions': [{'start': 13, 'end': 22, 'username': 'liyoo_rk'}, {'start': 28, 'end': 40, 'username': 'KazueCloudz'}]}}"
1521461977868271618,Bestoprendo,459,1322,road to 500 followers | giveaway proofs are in my alts | my only alt @Dkyoo__,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p4dTU967Ry', 'expanded_url': 'https://www.roblox.com/groups/11163431/THE-FLAMING-ZED#!/about', 'display_url': 'roblox.com/groups/1116343…'}]}, 'description': {'mentions': [{'start': 69, 'end': 77, 'username': 'Dkyoo__'}]}}"
1208740187804782592,Roblox_Jules,501,9512,Youtuber with 3k+ Subscribers - Jules Army for life!,"Massachusetts, USA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/htI8byUDav', 'expanded_url': 'https://www.youtube.com/channel/UCIk5edg6JvRWitsP_pgL9HA?view_as=subscriber', 'display_url': 'youtube.com/channel/UCIk5e…'}]}}"
1517001844035563520,LandsMori,1,137,Good,,False,
1455368624533905408,GodforeverMap,2515,308,"The Fan-made Twitter feed for news about all things ME. I also like memes.
Also Supports Ukraine
I am a big fan of ME
Offline Back: Tomorrow!","USA, Wisconsin Milwaukee",False,
1516378033019834369,gabbiisbetter,2,68,"I post my shit art plus a object show and flamingo fan, my Roblox is awhhxgabbi if you wanna play with me! I love horror portals too lol",,False,
16745055,Roblox,5130764,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
1074738964412518401,TH4T_N3RD,215,9993,"15+|She/her|Artist/Gamer|Denpamen,Roblox,etc… 💚My BF{@NoutaKujira}|⚠️Pervertacc{@ArtyPervert}|Roblox:@Nemurucha_rblx",Japan🇯🇵,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VvICrp25or', 'expanded_url': 'https://twpf.jp/TH4T_N3RD', 'display_url': 'twpf.jp/TH4T_N3RD'}]}, 'description': {'mentions': [{'start': 53, 'end': 65, 'username': 'NoutaKujira'}, {'start': 80, 'end': 92, 'username': 'ArtyPervert'}, {'start': 101, 'end': 116, 'username': 'Nemurucha_rblx'}]}}"
1500113914025353216,yvngspexz,236,2224,I be self reflectin' I can tell I'm going far 🦋 | @v4mpfaxy @LitHustle @rabiaaaxx @L2_WRLD | FN sometimes 🇦🇪 • PC • 0 PR :c,ᴜᴛᴏᴘɪᴀ,False,"{'description': {'mentions': [{'start': 50, 'end': 59, 'username': 'v4mpfaxy'}, {'start': 60, 'end': 70, 'username': 'LitHustle'}, {'start': 71, 'end': 81, 'username': 'rabiaaaxx'}, {'start': 82, 'end': 90, 'username': 'L2_WRLD'}]}}"
1478998349869363202,flowww_rx,105,14648,"This is the real and original acc, ONLY FOR joining gws in roblox! Its also appreciated if u report my impersonator ⏩ @fIowww_rx ⏪",,False,"{'description': {'mentions': [{'start': 118, 'end': 128, 'username': 'fIowww_rx'}]}}"
1507460924109697024,sfxtdreams,794,13243,"☘︎𝘚𝘩𝘦/𝘛𝘩𝘦𝘺☘︎᯾☼︎ #valxproofs༆ #valxcrosstrader ~   ☼︎𝘿𝙢 𝙩𝙤 𝙨𝙥𝙤𝙣𝙨𝙤𝙧 ♡︎ ᯾ GMT+1
@sfxtdreamsshop 
💌 Married to @ex0tiicgutz
2 crosstrade proofs",0.7k+ Roses~       ,False,"{'description': {'hashtags': [{'start': 16, 'end': 27, 'tag': 'valxproofs'}, {'start': 29, 'end': 45, 'tag': 'valxcrosstrader'}], 'mentions': [{'start': 77, 'end': 92, 'username': 'sfxtdreamsshop'}, {'start': 107, 'end': 119, 'username': 'ex0tiicgutz'}]}}"
1409429565852700675,4qw1_,7,678,hi.,sun,False,
1132099522405044225,RobloxNoobifier,15232,1104,"Epic notifications for roblox, not @rplusnotifier",,False,"{'description': {'mentions': [{'start': 35, 'end': 49, 'username': 'rplusnotifier'}]}}"
926658710830804993,Mixtapning,10,29,"GFX Artist 🖌
Builder🧱
Into Cars 🏎
Clothing Designer
Apple User 

Discord : Mixvo#1400
Roblox: Mixtapning
Clothing Group: Death Route

GFX Commissions Open!",,False,
800144279658106880,NovaBooom,129,995,I retweet to many things. I’m a YouTuber and an amateur book writer.,"Hurricane, UT",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WpnYFVZG1H', 'expanded_url': 'https://www.youtube.com/channel/UCZENc3oM_HV8d5sPsRoy3KQ', 'display_url': 'youtube.com/channel/UCZENc…'}]}}"
1286403754884050944,KhariDoodles,6177,67070,"▪︎ Digital Artist ▪︎ PIGGY, TOH, Amphibia, FNAF content ▪︎ Gay▪︎From El Salvador & Honduras ▪︎ Transfem ▪︎ Demiboy ▪︎🐷🦔🐻 ▪︎",She / Her / He / Him,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dSG7P0II8g', 'expanded_url': 'https://cont.st/DuvJmg_cRKYQmE?g=1', 'display_url': 'cont.st/DuvJmg_cRKYQmE…'}]}}"
1440175935089623056,Team_Ruff1,85,358,"Discord:- MaximumBounceMarshmello#3687
Roblox:- IAMAARONPRO,RUFFGAMING1234 
Follow me 100% Follow Back, Unfollow Me 100% Unfollow Back",,False,
1510581793052717056,lilith_dove,605,16490,she/her • #lilithgives • dm me tomato • #LetTheEarthBreathe 🌿,GMT +8,False,"{'description': {'hashtags': [{'start': 10, 'end': 22, 'tag': 'lilithgives'}, {'start': 40, 'end': 59, 'tag': 'LetTheEarthBreathe'}]}}"
1490556595956191236,yknizs,737,7753,지ㅤ۪⬭  𝆹 єтнєяєαℓ ۫  ۫⭒ʾʿ140 proofs ៸៸ matchy w besties ֺ۪ kpop multi · main - bts   ݂ ♡︎,˓˓ cbyf ⬩ 700+ stars ‽,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/g6e1phUGHj', 'expanded_url': 'https://nizei.carrd.co/', 'display_url': 'nizei.carrd.co'}]}}"
453317012,FredrikLabi,238,9076,,Nyköping ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JsptjBEPuT', 'expanded_url': 'http://fullkontrollpod.se', 'display_url': 'fullkontrollpod.se'}]}}"
107043736,jeppejoy,1367,21426,"Metodutvecklare för @Sverok-projektet Samspel, medlem i @oppnavarldar och @trekraften. Gör videos på https://t.co/9B0Z9q4oFc Pappa. Make. Skyfflare.",Falköping,False,"{'description': {'urls': [{'start': 101, 'end': 124, 'url': 'https://t.co/9B0Z9q4oFc', 'expanded_url': 'https://bit.ly/3se31i7', 'display_url': 'bit.ly/3se31i7'}], 'mentions': [{'start': 20, 'end': 27, 'username': 'Sverok'}, {'start': 56, 'end': 69, 'username': 'oppnavarldar'}, {'start': 74, 'end': 85, 'username': 'trekraften'}]}}"
1445830754244521987,toby_abbs,6,309,,,False,
1423279312531124227,Sus06497440,66,1743,"im very dumb
nonbinary
very dumb
im also cool 😎
and im asian",your mothers bed,False,
770430685307805696,Sk3tchYT,371424,11645,https://t.co/AAMTaCbuua,code sketch,True,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AAMTaCbuua', 'expanded_url': 'http://youtube.com/c/Sketchh', 'display_url': 'youtube.com/c/Sketchh'}]}}"
1102772383071387648,ItsAmmon,162785,34230,roblox 🚀 | editor @kreekcraft @schwiftystudios,United States,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/kHJtL5AcsL', 'expanded_url': 'http://youtube.com/ammonplays', 'display_url': 'youtube.com/ammonplays'}]}, 'description': {'mentions': [{'start': 18, 'end': 29, 'username': 'kreekcraft'}, {'start': 30, 'end': 46, 'username': 'schwiftystudios'}]}}"
744220550566862848,Ro1Rohan,14,719,"Subscribe to ToroTech or say goodbye

https://t.co/Fcn73od9py…

A 16 year old retard

YouTuber of Torobuck with 7k subs.",India,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OpxgOA83Di', 'expanded_url': 'https://www.youtube.com/channel/UCh1phgm2xEed2PjxmIdcRVg', 'display_url': 'youtube.com/channel/UCh1ph…'}]}, 'description': {'urls': [{'start': 38, 'end': 61, 'url': 'https://t.co/Fcn73od9py', 'expanded_url': 'http://youtube.com/channel/UCGUoj', 'display_url': 'youtube.com/channel/UCGUoj'}]}}"
1330658515359313921,okAmAyBe,21,1051,this is NOT my main account this is JUST for ROBLOX (so I’m not that active) ~16 y/o~ she/her,rbx dev with 46k+ visits lol ,False,
1521303756654071808,XDDAVEGAMING1,0,7,"Hello guys I'm TraVizZ and please here click the link below and subscribe. also follow me and follow my tiktok, instagram!! thanks",,False,
1499560423850328064,Memes33796395,0,16,Memes memes memes memes,United States,False,
901894986836279296,Bloxy_News,655655,11665,"Bringing you the latest and greatest @Roblox news.
Have news to report? Send a DM!

*Not affiliated with Roblox Corporation; account managed by @BLOXZ_",The Metaverse,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WPwKP8Hf7N', 'expanded_url': 'https://bloxy.news/links', 'display_url': 'bloxy.news/links'}]}, 'description': {'mentions': [{'start': 37, 'end': 44, 'username': 'Roblox'}, {'start': 144, 'end': 151, 'username': 'BLOXZ_'}]}}"
1421045033533313024,smoothiescool,255,18547,he/him - alt account: @AltSmoothie - #Roadto300,,False,"{'description': {'hashtags': [{'start': 37, 'end': 47, 'tag': 'Roadto300'}], 'mentions': [{'start': 22, 'end': 34, 'username': 'AltSmoothie'}]}}"
1091503634771267584,EGal89,329,18997,YT Content Creator - Head Mod 4 TCKR - Music is my #1 - getting into *creating* on Roblox 😳 - Gamer - No Real Life Clowns Please 😂🤟🤡,,False,
1472828218059100161,Reyxpixel,398,450,"✨15. #Roblox Modeler, programmer and content creator.
💎Creator of @NextaceStudios, Drop me a follow cos,
🎁I like to do giveaways!","New Delhi, Capital of India",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AJj2FrgfU9', 'expanded_url': 'http://youtube.com/PixelPlaysYT', 'display_url': 'youtube.com/PixelPlaysYT'}]}, 'description': {'hashtags': [{'start': 5, 'end': 12, 'tag': 'Roblox'}], 'mentions': [{'start': 66, 'end': 81, 'username': 'NextaceStudios'}]}}"
376992127,RhosGFX,1971,501,"Roblox UI Designer. DM for commissions or full-time work.

Buy my icon packs: https://t.co/Qt4LoC1rB0",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JZWrCVZgTl', 'expanded_url': 'http://www.rhosgfx.com', 'display_url': 'rhosgfx.com'}]}, 'description': {'urls': [{'start': 78, 'end': 101, 'url': 'https://t.co/Qt4LoC1rB0', 'expanded_url': 'http://rhosgfx.itch.io', 'display_url': 'rhosgfx.itch.io'}]}}"
1303633330672480256,rolvesoldier,377,3971,"just a dude with a clone child of me
parody",dust II,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GFoaDLL3To', 'expanded_url': 'https://youtu.be/ZDi_mcFRbz0', 'display_url': 'youtu.be/ZDi_mcFRbz0'}]}}"
1394996915750768640,robloxpredicts_,20168,2515,"🔮We predict, you interact🔮 | Predictions posted by us and you (**)! | Owned by: @cloudyhits | ❌ We are NOT Roblox ❌ | Other: @plroblox_ | #roblox #rtc",🔮discord.gg/wRZKg67RSx🔮,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WtpvcE8Odi', 'expanded_url': 'https://robloxpredictions.carrd.co/', 'display_url': 'robloxpredictions.carrd.co'}]}, 'description': {'hashtags': [{'start': 138, 'end': 145, 'tag': 'roblox'}, {'start': 146, 'end': 150, 'tag': 'rtc'}], 'mentions': [{'start': 80, 'end': 91, 'username': 'cloudyhits'}, {'start': 125, 'end': 135, 'username': 'plroblox_'}]}}"
