userid,username,followers,tweets,profile_desc,location,verified,entities
1499537721664151557,Augustodacunha8,462,1355,"tá solteira kkkk
amo VCS moots!",no Mundo,False,
1101376954161229827,imcyrian,40873,912,"🛍️ MERCH: https://t.co/FqyEQH5tNH ••• 
Alt : @CyrBlox || Join my Discord Server! 💙",しりいあん,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/k9hR9fx4Aa', 'expanded_url': 'https://discord.gg/dMmnbmMr5Y', 'display_url': 'discord.gg/dMmnbmMr5Y'}]}, 'description': {'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/FqyEQH5tNH', 'expanded_url': 'https://www.roblox.com/catalog/8460009002/Cyrian-Merch', 'display_url': 'roblox.com/catalog/846000…'}], 'mentions': [{'start': 45, 'end': 53, 'username': 'CyrBlox'}]}}"
1251100092053905408,renyangDNI,90,38218,"Live, Laugh, Lambitin Sa Kisame",,False,
1499587258927697950,lone_door,4,1928,I simply am not,20y,False,
718073080392736768,ReddsMess,30966,4447,Howdy ☀️ || 16+ Artworks || Comms: OPEN || Multi-fandom || pfp: @wasabiiiladyy,( They/Them )🇵🇭 ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Xyhn6tdUAZ', 'expanded_url': 'https://www.bonfire.com/store/redds-mess/', 'display_url': 'bonfire.com/store/redds-me…'}]}, 'description': {'mentions': [{'start': 64, 'end': 78, 'username': 'wasabiiiladyy'}]}}"
1428802601492094981,BrawlGamerGG,43,320,Viper IS here,,False,
1370379168169529347,3rdg5,79,933,"Official Studios of: Pwadox Interactiv. Game Suports And Creator of Killers,BOB. Logos by: @x_lags",,False,"{'description': {'mentions': [{'start': 91, 'end': 98, 'username': 'x_lags'}]}}"
890381479653539841,EugeneGilland,13,2708,I am the Baka cheat code Koronesuki and a YouTube content creator that loves to find secrets in video games! 😄,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TvT1aywFyp', 'expanded_url': 'https://youtube.com/channel/UCt0eQh4pWgzFhMwSbq4JNRg', 'display_url': 'youtube.com/channel/UCt0eQ…'}]}}"
1413481073623715844,rayjenboi,1134,21211,"I'm Rayjen! I do art once in a blue moon and..
Plushies are swag and so are you!
Banner by: @Demi_t_R (Go Follow!)
pls follow @EpicTails 😉",Planet Earth ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4C1PgGOjVx', 'expanded_url': 'https://www.youtube.com/channel/UCquBRH5LAfjEaFP89y66Vug', 'display_url': 'youtube.com/channel/UCquBR…'}]}, 'description': {'mentions': [{'start': 92, 'end': 101, 'username': 'Demi_t_R'}, {'start': 126, 'end': 136, 'username': 'EpicTails'}]}}"
1265797548259696641,thyzet,461,33113,luffyy~,@secrets84025405  / @TheyZeth,False,
1461256027618177024,RobloxerZade,2,310,"Hello! Im tails. If you are not a sonic fan then...... you dont know me.

I have a youtube channel too!
https://t.co/hemNkyEX9e",,False,"{'description': {'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/hemNkyEX9e', 'expanded_url': 'https://youtube.com/channel/UCj0pd4kECF3htGB9c-TGQIQ', 'display_url': 'youtube.com/channel/UCj0pd…'}]}}"
1415296694200111109,fbambxi,944,9886,Le vent se lève. il faut tenter de vivre.,💫,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5El3jnxo4T', 'expanded_url': 'https://jyyzoo18.carrd.co', 'display_url': 'jyyzoo18.carrd.co'}]}}"
1477968733553504256,Brian_Rektway,1,9,"SubScribe:ThisGuyAwsome
GGEZ",Lombardy East South Africa,False,
1275265186186706946,hypecups,304,5066,p3,,False,
1254020561732169728,lachyburnss,133,933,Ig @lachiieburnss,oce,False,"{'description': {'mentions': [{'start': 3, 'end': 17, 'username': 'lachiieburnss'}]}}"
1456964930490404864,amadeo_jacob,3,67,"Minor, Philippines, Filipino, Frogge Addict
Subscribe to my Channel: jamadeo_117
Roblox: jamadeo_117
Discord: my accounts broken lol","he/him, ph minor, a red frogge",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SZguERgYXb', 'expanded_url': 'https://www.youtube.com/channel/UCM0eMXouIUbHZBi9bsZYGIA', 'display_url': 'youtube.com/channel/UCM0eM…'}]}}"
14408555,mazspork,519,4237,"Corporate startup geekery, solar eclipse chasing, IoT hacking, retrocomputing, antitheism, gastrophysics, chilies, maps. Author of books, games & programs.",Denmark,False,
286034283,carstengaard,187,1262,"Legebarn, offentligt ansat sygdomslindrer, fritidsforsker, - Patienterne kommer altid først -, evidensforelsket, - Spild af tid er spild af liv -, Elsker 🚴& F1","Aarhus, Danmark",False,
1515637018361229312,Vampl3r,88,148,Noob Roblox Designer / Developer,,False,
2645313649,Kranky_Kittyy,1,31,,Straya,False,
1311674148205207553,PixelGlitch4,256,6845,"I dunno why im here
i just make dumb shit and people find it funny
i also voice act
draw
post glitches
i dunno, spagetta",My house because i hate people,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/jy6B4yduWc', 'expanded_url': 'https://www.youtube.com/channel/UCxdgld3hmJNWCQbsNZUpgTQ', 'display_url': 'youtube.com/channel/UCxdgl…'}]}}"
1479672288983269376,fodmao,1,10,Gamer and Weeb,,False,
1430381385064275968,rip_krazy,232941,197,Pronouns: Blox / Fruits,,False,
1371124935486283781,iitsukasalvr,48,2239,amo a tsukasa tenma,he/him,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Aa7whHOhYV', 'expanded_url': 'https://sstupidbug.carrd.co', 'display_url': 'sstupidbug.carrd.co'}]}}"
1428164978192883716,heartsforkanade,64,3025,what is   wrong with you 🤣🤣🤣🤣 / mw eight!! / he/they/mew,☕️🥞 / 🍬🤖,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1GpElqBRzF', 'expanded_url': 'http://txti.es/s0h5q', 'display_url': 'txti.es/s0h5q'}]}}"
1288069704377143296,RealFrozevo,696,2623,"Hey 👋 I'm Frank, and I'm a GFX/UI Designer and a YouTuber with over 700 Subscribers! | PFP: @RealFrozevo","Northern Ireland, UK",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1RduVoxdof', 'expanded_url': 'https://www.youtube.com/c/Frozevo?sub_confirmation=1', 'display_url': 'youtube.com/c/Frozevo?sub_…'}]}, 'description': {'mentions': [{'start': 92, 'end': 104, 'username': 'RealFrozevo'}]}}"
1385597734636425218,Mega_GamesRBLX,9,44,"The Official Twitter Account for Mega Games (Founded by Jalwin08)

""Galaxy Sprint"" & ""The Maze Project"" are upcoming games currently being created.",The Megaverse,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6UIDZiuIFr', 'expanded_url': 'https://discord.gg/QDvRPktbv2', 'display_url': 'discord.gg/QDvRPktbv2'}]}}"
1514939819725631498,roblox_user_exe,0,4,,,False,
1394996915750768640,robloxpredicts_,20175,2515,"🔮We predict, you interact🔮 | Predictions posted by us and you (**)! | Owned by: @cloudyhits | ❌ We are NOT Roblox ❌ | Other: @plroblox_ | #roblox #rtc",🔮discord.gg/wRZKg67RSx🔮,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WtpvcE8Odi', 'expanded_url': 'https://robloxpredictions.carrd.co/', 'display_url': 'robloxpredictions.carrd.co'}]}, 'description': {'hashtags': [{'start': 138, 'end': 145, 'tag': 'roblox'}, {'start': 146, 'end': 150, 'tag': 'rtc'}], 'mentions': [{'start': 80, 'end': 91, 'username': 'cloudyhits'}, {'start': 125, 'end': 135, 'username': 'plroblox_'}]}}"
1501301372163178505,chicicideah,12,2004,,,False,
1445108016983023628,Amyloveskittys,55,1730,I love playing roblox and my favorite game is adopt me,,False,
