userid,username,followers,tweets,profile_desc,location,verified,entities
1144929771421179904,dyluhx,172,2901,"16 | msia 🇲🇾 | he/they 

https://t.co/0TkyxtotBv & medibang designer w 21k+ sales! yes, i also draw 💁🏻‍♂️",🫠,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NgxrJzKLNf', 'expanded_url': 'http://www.roblox.com/groups/12029703/soft-violents', 'display_url': 'roblox.com/groups/1202970…'}]}, 'description': {'urls': [{'start': 25, 'end': 48, 'url': 'https://t.co/0TkyxtotBv', 'expanded_url': 'http://paint.net', 'display_url': 'paint.net'}]}}"
1438323579553157120,coolguyweir,128,180,"Founder/CEO - MP Games
Well-Rounded Roblox game developer
High Schooler with crazy ideas

1000 Robux giveaway at 250 followers.
Follow to be entered!",Bay Area - California,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0y9S4NJb43', 'expanded_url': 'https://discord.gg/KhZV2kUS8d', 'display_url': 'discord.gg/KhZV2kUS8d'}]}}"
1056053249470541824,Roblox_RTC,457477,24467,It's our mission to be one with the community and make this the best place to be! | We are *NOT* @Roblox! | DM 💌 with new info! | Layout by: @PazeTweets,Following ≠ Endorsement,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t4QnFMvIXg', 'expanded_url': 'http://rtcnews.ca', 'display_url': 'rtcnews.ca'}]}, 'description': {'mentions': [{'start': 97, 'end': 104, 'username': 'Roblox'}, {'start': 141, 'end': 152, 'username': 'PazeTweets'}]}}"
1466195776867033094,BloxzMedia,366,311,"Roblox News, Events, Community, and more!

Managed by @bloxkz_ & @NotBlitzRoblox",Metaverse,False,"{'description': {'mentions': [{'start': 54, 'end': 62, 'username': 'bloxkz_'}, {'start': 65, 'end': 80, 'username': 'NotBlitzRoblox'}]}}"
1442655500286533643,mclownia,23,4812,novia de BiBi y Tae y creadora de @monsterhigh ———-tienes 19 toma verga hija de puta RRA,Frederik mi vida ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ev6kjNhMRE', 'expanded_url': 'https://drogas.xn--l9h/', 'display_url': 'drogas.⛓'}]}, 'description': {'mentions': [{'start': 34, 'end': 46, 'username': 'monsterhigh'}]}}"
1161641057995517952,BetOnApple69,31,5384,I (sometimes) bet on random Apple rumours,Sham Shui Po District,False,
287591107,_aarava,109240,50308,"Content Creator | YT https://t.co/HgOWRJWIRt | 
@TMThrustmaster Ambassador | 
Part of @Quadrant  | 
BIZ📧: aarava@veloce.gg","London, UK",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/UJ5oKLBTAD', 'expanded_url': 'https://linkpop.com/aarava', 'display_url': 'linkpop.com/aarava'}]}, 'description': {'urls': [{'start': 21, 'end': 44, 'url': 'https://t.co/HgOWRJWIRt', 'expanded_url': 'http://youtube.com/aarava', 'display_url': 'youtube.com/aarava'}], 'mentions': [{'start': 48, 'end': 63, 'username': 'TMThrustmaster'}, {'start': 86, 'end': 95, 'username': 'Quadrant'}]}}"
1238929192814882817,angelsbloood,8,1857,Yikes forever,,False,
1327135818390114305,RockPandaGames,7626,409,"RockPandaGames studio!
Discord:https://t.co/3YKB4XwAGG
Youtube:https://t.co/n60EllM1Z1",,False,"{'description': {'urls': [{'start': 31, 'end': 54, 'url': 'https://t.co/3YKB4XwAGG', 'expanded_url': 'http://discord.gg/dEAmhCkNGp', 'display_url': 'discord.gg/dEAmhCkNGp'}, {'start': 63, 'end': 86, 'url': 'https://t.co/n60EllM1Z1', 'expanded_url': 'https://www.youtube.com/channel/UCVT8cqMVTzdLZ5osyoHlBjA', 'display_url': 'youtube.com/channel/UCVT8c…'}]}}"
1436176025059201024,lollipopbitesx,43,4516,follow my roblox account iiKxaliaah,,False,
1190654833121841152,Kris0cto,1940,13961,brhu | 😳📸✨,IdiotTopHatDude#1495 | 💛💙🖤,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/A9Q8XqQKuF', 'expanded_url': 'https://www.roblox.com/users/729718586/profile', 'display_url': 'roblox.com/users/72971858…'}]}}"
1427066429099020291,ArchiealtX,665,8317,"@ArchieWas_Taken

He/Him | Asexual | Creator and Head Director for @Piggy_ZeroTrial | 🇮🇩 Indonesian | Part of Piggy Community, Tower of Hell, and GASA4",Something inside my head.,False,"{'description': {'mentions': [{'start': 0, 'end': 16, 'username': 'ArchieWas_Taken'}, {'start': 67, 'end': 83, 'username': 'Piggy_ZeroTrial'}]}}"
1284228502976421888,Le_PotatoPrince,1371,69847,"Feel Free to DM when you need someone or a friend to talk to, DMs are ALWAYS open for anyone. Stay Positively Strong. 18 ♎He/Him🏳️‍🌈

PFP By: @sillybandszz",Home.,False,"{'description': {'mentions': [{'start': 142, 'end': 155, 'username': 'sillybandszz'}]}}"
