userid,username,followers,tweets,profile_desc,location,verified,entities
1152889642775187456,xxkjdplayzzz,1810,17799,LGBT + BRI’ISH - Just a simple person who likes spreading the positivity on a daily basis.🧢 *pronouns* - they/them ❤️ CEO of @FatevsS alt @iamnotkjd,UK,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/lBJGgRB6md', 'expanded_url': 'https://solo.to/kjdgamingyt', 'display_url': 'solo.to/kjdgamingyt'}]}, 'description': {'mentions': [{'start': 125, 'end': 133, 'username': 'FatevsS'}, {'start': 138, 'end': 148, 'username': 'iamnotkjd'}]}}"
209290982,SlimJim,275891,42113,Home of the #LongBoiGang 🤙 such meat • very long boi • much wow • CEO OF FOLLOW BACKS,Meataverse,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IQcxh4BQ5L', 'expanded_url': 'https://vm.tiktok.com/TTPdkkGLDK/', 'display_url': 'vm.tiktok.com/TTPdkkGLDK/'}]}, 'description': {'hashtags': [{'start': 12, 'end': 24, 'tag': 'LongBoiGang'}]}}"
1199735569854672897,NcteagueGamer,273,4020,DeeterPlays stream Moderator. Follow @UElectris and @DeeterPlays  Loomian Legacy nerd and Mining Simulator 2 player. 50k views on YouTube!,,False,"{'description': {'mentions': [{'start': 37, 'end': 47, 'username': 'UElectris'}, {'start': 52, 'end': 64, 'username': 'DeeterPlays'}]}}"
167421802,BurgerKing,2013381,53350,if you're reading this you need a whopper. Burger King U.S. Official Account.,,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/prbH5H3zZe', 'expanded_url': 'http://bk.com', 'display_url': 'bk.com'}]}}"
10228272,YouTube,75492181,44870,like and subscribe.,"San Bruno, CA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bUisN3Gqbw', 'expanded_url': 'http://youtube.com', 'display_url': 'youtube.com'}]}}"
11018442,pizzahut,1678079,519337,"Pizza lover, pepperoni inhaler, literacy motivator, crust stuffer, table gamer, ninja, turtle, triangle",United States,True,
26787673,CocaCola,3384222,287657,Real Magic is only a sip away.,"Atlanta, GA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x7mqySjnnm', 'expanded_url': 'https://www.coca-cola.com/us/en/creations/thehub', 'display_url': 'coca-cola.com/us/en/creation…'}]}}"
739968347219984385,tiktokcreators,255168,931,"The official account for @tiktok_us creators who inspire creativity and bring joy ✨
For account support, DM @tiktoksupport","Los Angeles, CA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/x9pTOu704W', 'expanded_url': 'https://linktr.ee/TikTokCreators', 'display_url': 'linktr.ee/TikTokCreators'}]}, 'description': {'mentions': [{'start': 25, 'end': 35, 'username': 'tiktok_us'}, {'start': 108, 'end': 122, 'username': 'tiktoksupport'}]}}"
3065618342,discord,4109027,470654,"Discord is the easiest way to talk over voice, video, and text. Talk, hang out, and create a place to belong with your friends and communities.","San Francisco, CA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cNrYsYvfIi', 'expanded_url': 'https://discord.com/', 'display_url': 'discord.com'}]}}"
16745055,Roblox,5129604,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
18313840,MountainDew,761380,60083,Check the link in our bio to sign up for #DewNationHQ and be the first to hear about Dew Store drops and flavor exclusives 🤙,DEW HQ,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/U16ssaoyhl', 'expanded_url': 'http://linktr.ee/mtndew', 'display_url': 'linktr.ee/mtndew'}]}, 'description': {'hashtags': [{'start': 41, 'end': 53, 'tag': 'DewNationHQ'}]}}"
783214,Twitter,61994406,15010,What's happening?!,everywhere,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/DAtOo6uuHk', 'expanded_url': 'https://about.twitter.com/', 'display_url': 'about.twitter.com'}]}}"
1341840223408246784,AndrewC70136680,266,40529,,,False,
949667367633776640,ELN891,183,5517,"😀  I'm a guy by the way!

33 years old and counting.

Tampa Bay Lightning fan 🌩

Dallas Cowboys fan 

Chicago Bulls fan

Atlanta Braves/Boston Red Sox fan","Dover, NH",False,
1530915264044355590,aersza04,29,2358,just here to join giveaways ♡,,False,
1283411398035476481,lvsqiie,1019,16317,"selling account, check pinned for details",,False,
711125352,daniquebolhuis_,106,1320,Crazy gamer girl,Groningen,False,
1104410000322191360,Martin_Rblx2,4298,3778,"✩18✩ ✩He/Him✩ ✩Dutch✩ ✩3D Modeler✩ ✩UGC Creator✩ ✩Roblox Developer✩ 

Brands I worked with: 
-Forever21 

UGC: https://t.co/ZSP2TPPGcQ",The Netherlands,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/huOhPgzIiv', 'expanded_url': 'https://www.roblox.com/users/273586245/profile', 'display_url': 'roblox.com/users/27358624…'}]}, 'description': {'urls': [{'start': 111, 'end': 134, 'url': 'https://t.co/ZSP2TPPGcQ', 'expanded_url': 'http://ugc.works/Martin_RbIx2', 'display_url': 'ugc.works/Martin_RbIx2'}]}}"
30180137,TommyHilfiger,1581227,13994,Play it forward with us. #TommyXShawn,Global,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hmeIM7tKNR', 'expanded_url': 'http://tom.my/tommyxshawn', 'display_url': 'tom.my/tommyxshawn'}]}, 'description': {'hashtags': [{'start': 25, 'end': 37, 'tag': 'TommyXShawn'}]}}"
1442624244614148103,samukadatp,2,110,Lol,"Várzea Paulista, Brasil",False,
805915274415407104,myster0y,14686,4418,É isso galera !,Brasil,False,
1250754988806209537,CrazyDarkShark_,11,452,"16 years old. New YouTuber. I like playing Roblox, Minecraft, and COD, (Mainly Roblox) I make Videos About Codes For Roblox Games, ex: Arsenal, etc",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hGhn4oIzyj', 'expanded_url': 'https://www.youtube.com/channel/UC12NMiaFneTbGRs770FQtJw', 'display_url': 'youtube.com/channel/UC12NM…'}]}}"
1355550463618240514,LxvingAmethyst,656,12388,{}650+ crystals 🐚{}proofs on @SkyeKoalaProofs!{}Goal: 700✨ followers {} 47 proofs {} banner by @wonyslayer {} dm “tomato” {}bff: @dogIoverrrr{} she/her{}♐️,Timezone = eastern time,False,"{'description': {'mentions': [{'start': 29, 'end': 45, 'username': 'SkyeKoalaProofs'}, {'start': 95, 'end': 106, 'username': 'wonyslayer'}, {'start': 129, 'end': 141, 'username': 'dogIoverrrr'}]}}"
1031616880711217157,Marisa28718038,156,6269,1.21gigowatts,Argentina,False,
1522952057195483136,DcrlingAme,5,15,"priv. acc for @lxvingamethyst - ranting and private information - expose anything? blocked, exposed, and now your life is ruined",,False,"{'description': {'mentions': [{'start': 14, 'end': 29, 'username': 'lxvingamethyst'}]}}"
1191082246851252226,dpr2crew,102,1115,Dread Pirate 2.0. Gamer dad. Takes no prisoners. Roblox: dproberts2 Twitter shield verified. 🙃,Everywhere and nowhere at once,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EfUBkNK4Jc', 'expanded_url': 'https://www.youtube.com/c/dpr2crew', 'display_url': 'youtube.com/c/dpr2crew'}]}}"
885709751836856322,MEKASQUADS,1082,83,𝘛𝘰𝘬𝘬𝘪 𝘖𝘯𝘭𝘪𝘯𝘦!,,False,
1531374736009269251,CHRONODISA,390,611,‍ ‍  ‍ ‍  ‍ ‍  ‍ ‍  ‍ ‍  ‍ ‍  ‍ ‍  #𝑾𝑨𝑹𝑶𝑭𝑹𝑬𝑺𝑰𝑺𝑻𝑨𝑵𝑪𝑬,READ PINNED BYF,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gjckYuSdPv', 'expanded_url': 'http://WRITTEN.by.KAPPA.xn--ssa554k', 'display_url': 'WRITTEN.by.KAPPA.ᴗ̈'}]}, 'description': {'hashtags': [{'start': 35, 'end': 51, 'tag': '𝑾𝑨𝑹𝑶𝑭𝑹𝑬𝑺𝑰𝑺𝑻𝑨𝑵𝑪𝑬'}]}}"
848309666153078784,cptredder,390,14848,"They/she/he. Drawing and gamedev.
Currently project is DMFD English Wiki.
DragonMFD Addict | Mega Man | RblxDev
❗Might share disturbing content.",19 | 🇺🇸🇵🇭 | Luv(sic),False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SasBrfBifD', 'expanded_url': 'https://reddersstuff.weebly.com/', 'display_url': 'reddersstuff.weebly.com'}]}}"
1041040901844475905,JoshJimnez2,1,11,Hola Buenas!!!,"Guayaquil, Ecuador",False,
1145825695941222400,PlayAdoptMe,1410403,4898,"Adopt cute pets 🐕 Decorate your home 🖼️ Explore the world of Adopt Me! on Roblox 🐾 Made by: @UpliftGames
Help: @AdoptMeSupport",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JMYyChrlWl', 'expanded_url': 'http://playadopt.me', 'display_url': 'playadopt.me'}]}, 'description': {'mentions': [{'start': 92, 'end': 104, 'username': 'UpliftGames'}, {'start': 111, 'end': 126, 'username': 'AdoptMeSupport'}]}}"
1281678531970441217,LBoy417,7,368,???,???,False,
1273147639077502977,lars28638607,1,3,,,False,
1071938981389045765,PRC_Roblox,52371,572,Official Twitter for Police Roleplay Community of Roblox. Group behind Emergency Response: Liberty County. 🚓 https://t.co/x8o0xpmx0l…,https://discord.gg/prc,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/W7yTCu37t8', 'expanded_url': 'https://policeroleplay.community/', 'display_url': 'policeroleplay.community'}]}, 'description': {'urls': [{'start': 109, 'end': 132, 'url': 'https://t.co/x8o0xpmx0l', 'expanded_url': 'http://roblox.com/games/25347244', 'display_url': 'roblox.com/games/25347244'}]}}"
1496606401665576962,nicoleslays3,5,164,,,False,
1056053249470541824,Roblox_RTC,457234,24465,It's our mission to be one with the community and make this the best place to be! | We are *NOT* @Roblox! | DM 💌 with new info! | Layout by: @PazeTweets,Following ≠ Endorsement,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t4QnFMvIXg', 'expanded_url': 'http://rtcnews.ca', 'display_url': 'rtcnews.ca'}]}, 'description': {'mentions': [{'start': 97, 'end': 104, 'username': 'Roblox'}, {'start': 141, 'end': 152, 'username': 'PazeTweets'}]}}"
1266115586305728512,StevePixels_,1125,6740,"hey name's StevePixels | 16 yrs old | pixel artist | plays roblox | nsfw go away.

Commissions are closed.",street,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EoUKcB5UYi', 'expanded_url': 'https://bio.link/stevepixels', 'display_url': 'bio.link/stevepixels'}]}}"
1304028446406914054,FloatingGravs,4297,31608,Pfp: @ZeRatOfZisPlace (all long nosed dog images I post are not mine) big fan of traffic cones and valks,,False,"{'description': {'mentions': [{'start': 5, 'end': 21, 'username': 'ZeRatOfZisPlace'}]}}"
1006357813566767107,JNarcy,7473,12894,"Nací el mismo día que Evita, 60 años después. Cultura y comunicación.",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3Kg6ALBmlg', 'expanded_url': 'https://www.instagram.com/julietresjulie/', 'display_url': 'instagram.com/julietresjulie/'}]}}"
25023818,josemarcuzzi,1482,8376,📝 Periodista / DMT1,"Buenos Aires, Argentina",False,
