userid,username,followers,tweets,profile_desc,location,verified,entities
1332423234495651840,theo_roxy,39,3802,Hey im theo so uhh i like the cat with big thr foot yeah i liek uh ✨roxy✨ she is beautiful and do uh art and uh listen 80s city pop music from japan ye,Block from me= you suck,False,
25919401,AllenLEllison,141986,27882,Democratic Candidate for US House of Representatives. CD-23 | A New Path Forward. Donate at: https://t.co/nrsYctgcSU,Florida ,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZqqLknaLAG', 'expanded_url': 'https://www.allenellison.com', 'display_url': 'allenellison.com'}]}, 'description': {'urls': [{'start': 93, 'end': 116, 'url': 'https://t.co/nrsYctgcSU', 'expanded_url': 'https://secure.actblue.com/donate/allenellison2022', 'display_url': 'secure.actblue.com/donate/allenel…'}]}}"
16745055,Roblox,5131857,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
3025674465,KreekCraft,875006,30814,Pop-Tarts please sponsor me | alt @LateToStream | https://t.co/LH7ueVQaMh | https://t.co/z6SMQDCtIJ | https://t.co/oHh2XDecoB | business: kreekcraft@moreyellow.com,"Pittsburgh, USA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tb9oeGXpHU', 'expanded_url': 'https://direct.me/kreekcraft', 'display_url': 'direct.me/kreekcraft'}]}, 'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/LH7ueVQaMh', 'expanded_url': 'http://youtube.com/KreekCraft', 'display_url': 'youtube.com/KreekCraft'}, {'start': 76, 'end': 99, 'url': 'https://t.co/z6SMQDCtIJ', 'expanded_url': 'http://instagram.com/dakreekcraft', 'display_url': 'instagram.com/dakreekcraft'}, {'start': 102, 'end': 125, 'url': 'https://t.co/oHh2XDecoB', 'expanded_url': 'http://kreekshop.com', 'display_url': 'kreekshop.com'}], 'mentions': [{'start': 34, 'end': 47, 'username': 'LateToStream'}]}}"
744632285199273986,dum4ss,139,9838,@svledad on roblox,"Atlanta, GA",False,"{'description': {'mentions': [{'start': 0, 'end': 8, 'username': 'svledad'}]}}"
1273016858812264453,ItsJAXkae,3763,28397,Youtuber/Voice Actress/Owner of Purplex Homestore/AG & Mom/Positivity Quote Poster 🇺🇸 Be true to yourself! 💜✌🏼 Business inquiries: itsJAXkae@Gmail.com 💌,Purple Palace ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b9hgzB3svI', 'expanded_url': 'https://www.youtube.com/channel/UCPebY9hx4CYKmyFe8Hnvq8w', 'display_url': 'youtube.com/channel/UCPebY…'}]}}"
1495100979133534211,mudkipluver,5,6614,beep boop I love @onegermybot /p,bot uses mirrored pronouns,False,"{'description': {'mentions': [{'start': 17, 'end': 29, 'username': 'onegermybot'}]}}"
1505176217904840707,faiirae,131,2856,"#R43PROOFS , #raesgfx",,False,"{'description': {'hashtags': [{'start': 0, 'end': 10, 'tag': 'R43PROOFS'}, {'start': 13, 'end': 21, 'tag': 'raesgfx'}]}}"
1496281653391642632,heavensology,1487,680,"⁺ ⠀ ． ⭐ !¡ㆍeiko, 🌙
ㆍ𓂃．我爱你，你爱不爱我？✨

comms r pinned",nswf dni  ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0wR0C92uOu', 'expanded_url': 'https://www.change.org/p/danayet-x-randy-for-life?utm_content=cl_sharecopy_33455728_en-US%3A7&recrui', 'display_url': 'change.org/p/danayet-x-ra…'}]}}"
1410315506242949123,plushland2021,15,43,Subscribe to plush land 2021 on YouTube,,False,
