userid,username,followers,tweets,profile_desc,location,verified,entities
1371389486538498049,illuminboo,2490,17246,🏳️‍🌈 i like videogames and cartoons ♪ not a dsmp fan,## he it disc ★,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TjIK7Xv217', 'expanded_url': 'http://ilyoimia.carrd.co', 'display_url': 'ilyoimia.carrd.co'}]}}"
1153558509423923200,DreamingAndy_,1100,6931,"★Minor ( don't be weird please )
★I'm an artists
★MultiFandom
★I just draw what i like please be respectful
★forgive my lack of English
★ GAY",your dreams ,False,
1430492822109528070,galaxyy_night,493,33270,"Engene, Enhypen🤍
Joining giveaways🇵🇭||Looking for easy rtds , 𝑇𝑖𝑚𝑒~ GMT +8 
꒰ goodluck ꒱",Don't copy my account ,False,
1509841221618917377,Camille60179452,56,35523,,,False,
1505651490593308672,BigBoobs_Milf,11055,1,👇 Check out the top twit 👇,,False,
1518677848994766849,coolkidbreeze,4,35,FIRE KID FOLLOW ME AT SKEEZY theflame6011 ROBLOX NOW!!!!,,False,
1469653652902141959,FofoPinguim,0,151,SOU UM PATO AGIOTA TU ME DEVE DINHEIRO,,False,
1425933854733393926,Roblog_,3663,3701,✨ Blog de Notícias sobre #Roblox e seu #Metaverso | Brazilian Page {🇧🇷} | Site: https://t.co/oHqdjeeVDE | Parceiro: @LeaksEvents | Meta: 5 Mil ✨,Stand with Ukraine🇺🇦,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oHqdjeeVDE', 'expanded_url': 'http://roblog.com.br', 'display_url': 'roblog.com.br'}]}, 'description': {'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/oHqdjeeVDE', 'expanded_url': 'http://roblog.com.br', 'display_url': 'roblog.com.br'}], 'hashtags': [{'start': 25, 'end': 32, 'tag': 'Roblox'}, {'start': 39, 'end': 49, 'tag': 'Metaverso'}], 'mentions': [{'start': 116, 'end': 128, 'username': 'LeaksEvents'}]}}"
1456969609198833665,RobloxxNotices,638,1131,"- 𝐑𝐨𝐛𝐥𝐨𝐱𝐱𝐍𝐨𝐭𝐢𝐜𝐞𝐬 -

⭑ NOTÍCIAS
⭑ AVISOS 
⭑ ITENS GRÁTIS 
⭑ PROMOCODES 
E MUITO MAIS!

- Adm do @Roblox_RTC_BR",Roblox World,False,"{'description': {'mentions': [{'start': 95, 'end': 109, 'username': 'Roblox_RTC_BR'}]}}"
1417587809502826500,Roblox_RTC_BR,11868,8876,"Não sou o @Roblox nem o @Roblox_RTC;
Créditos as fotos de perfil: @PazeTweets;
Dono: @CarBluGStudio.
Idéia: @DianRBLX
Admins: @LeonardoBagi e @RobloxxNotices.",My Hello Kitty Cafe,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/32STGsbMiH', 'expanded_url': 'https://rtcemportugues.carrd.co', 'display_url': 'rtcemportugues.carrd.co'}]}, 'description': {'mentions': [{'start': 10, 'end': 17, 'username': 'Roblox'}, {'start': 24, 'end': 35, 'username': 'Roblox_RTC'}, {'start': 66, 'end': 77, 'username': 'PazeTweets'}, {'start': 85, 'end': 99, 'username': 'CarBluGStudio'}, {'start': 108, 'end': 117, 'username': 'DianRBLX'}, {'start': 126, 'end': 139, 'username': 'LeonardoBagi'}, {'start': 142, 'end': 157, 'username': 'RobloxxNotices'}]}}"
