userid,username,followers,tweets,profile_desc,location,verified,entities
1497224593068609536,iloverobloxuoo,142,133,"If you ask me what is the meaning of Syle? well, the answer is I don't know",SEA,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NFb0oNXDvo', 'expanded_url': 'http://www.roblox.com/users/193777157/profile', 'display_url': 'roblox.com/users/19377715…'}]}}"
1251677662810042371,model8197,320141,2322,YouTuber with 100K+ Subscribers || He/Him ⭐️Star Code: MODEL,Canada,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hK1MiuOoQ9', 'expanded_url': 'https://bit.ly/Model8197Sub', 'display_url': 'bit.ly/Model8197Sub'}]}}"
1509517251703095305,E2XR_2,3784,96,Create your own #metaverse with YOUR own products !💥 👉 https://t.co/aGEhPlRGdZ 👉 https://t.co/3Sqc3CPXlY On #Avalanche blockchain #Nfts #Cryptocurrency,"Marseille, France",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3nj7a1QmJH', 'expanded_url': 'https://e2xr.io/', 'display_url': 'e2xr.io'}]}, 'description': {'urls': [{'start': 55, 'end': 78, 'url': 'https://t.co/aGEhPlRGdZ', 'expanded_url': 'http://e2xr.io', 'display_url': 'e2xr.io'}, {'start': 81, 'end': 104, 'url': 'https://t.co/3Sqc3CPXlY', 'expanded_url': 'http://bit.ly/e2xrDiscord', 'display_url': 'bit.ly/e2xrDiscord'}], 'hashtags': [{'start': 16, 'end': 26, 'tag': 'metaverse'}, {'start': 108, 'end': 118, 'tag': 'Avalanche'}, {'start': 130, 'end': 135, 'tag': 'Nfts'}, {'start': 136, 'end': 151, 'tag': 'Cryptocurrency'}]}}"
1300158162524405764,roblox_codoudou,105,3977,a random roblox developer,,False,
1532023760185958413,Urnan04819353,0,117,Angry old lady because twitter temp banned my son faze kay's account.,,False,
1383598064301084676,EZ_No0b,200,10959,"I love money
Pfp by @CloudyFloofCat",Reality,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GMqn0PmkpK', 'expanded_url': 'https://linktr.ee/specia1izt', 'display_url': 'linktr.ee/specia1izt'}]}, 'description': {'mentions': [{'start': 20, 'end': 35, 'username': 'CloudyFloofCat'}]}}"
1056053249470541824,Roblox_RTC,457235,24465,It's our mission to be one with the community and make this the best place to be! | We are *NOT* @Roblox! | DM 💌 with new info! | Layout by: @PazeTweets,Following ≠ Endorsement,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t4QnFMvIXg', 'expanded_url': 'http://rtcnews.ca', 'display_url': 'rtcnews.ca'}]}, 'description': {'mentions': [{'start': 97, 'end': 104, 'username': 'Roblox'}, {'start': 141, 'end': 152, 'username': 'PazeTweets'}]}}"
1175417004871708672,MrBloxies,3122,34282,Aspiring GFX Artist • BelowAverage Meme/Shitposter • PFP by @dinmbo_ • PFB by @viswagfx and me • Group Acc: @PogCats_ @HonestRtc @Bloxxy_News • Minor • Unfunny,ポジティブバイブスランド,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/zMQmPfE7hk', 'expanded_url': 'http://mrbloxies.carrd.co', 'display_url': 'mrbloxies.carrd.co'}]}, 'description': {'mentions': [{'start': 60, 'end': 68, 'username': 'dinmbo_'}, {'start': 78, 'end': 87, 'username': 'viswagfx'}, {'start': 108, 'end': 117, 'username': 'PogCats_'}, {'start': 118, 'end': 128, 'username': 'HonestRtc'}, {'start': 129, 'end': 141, 'username': 'Bloxxy_News'}]}}"
1329720480039800838,DankMemez4lyfe,185,13009,"twitter ruined my bio by slapping ''Unknown'' to my bio
anyway banner credits: @viswagfx
#FlyHighCrystalia
dreamsexuals DNI",coca cola espuma,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vOfhQ0EIX3', 'expanded_url': 'https://linktr.ee/DankMemez', 'display_url': 'linktr.ee/DankMemez'}]}, 'description': {'hashtags': [{'start': 89, 'end': 106, 'tag': 'FlyHighCrystalia'}], 'mentions': [{'start': 79, 'end': 88, 'username': 'viswagfx'}]}}"
1532617095648641024,Rip_Yeets,0,1,trying become a roblox item maker,,False,
1421303532330786819,Karthe5736,0,23,,,False,
1074509371890196480,misoexe,29,2727,got jumped for 5 dollars but kept the money my dignity and some head issues,she/they,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7V36EnQPZp', 'expanded_url': 'https://misoexe.carrd.co', 'display_url': 'misoexe.carrd.co'}]}}"
1508623803085385732,im_putchi,8,184,"I'm 13 and will possibly say dumb stuff

I'm like pissnuts 🤤🤤🥜",At my house,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5Us47zIgdb', 'expanded_url': 'https://www.roblox.com/users/1069670081/profile', 'display_url': 'roblox.com/users/10696700…'}]}}"
16745055,Roblox,5129612,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
15383636,Vans,1278363,59451,The official Vans Twitter.,"California, USA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/hZbNWPLx05', 'expanded_url': 'http://www.vans.com', 'display_url': 'vans.com'}]}}"
1271877387228049408,jadefrogz,845,14961,mega eef evil overlord creator,hy/hym「19」,False,
3001280311,strwbrryscoups,131,2532,scoups brainrot,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/cOpobkDt33', 'expanded_url': 'http://jeongintakk.carrd.co', 'display_url': 'jeongintakk.carrd.co'}]}}"
