userid,username,followers,tweets,profile_desc,location,verified,entities
1350874959116197888,fat_group,11,721,"Hello FRIENDS! BE SURE TO VISIT THE GROUP STORE NEW CLOTHES DAILY.ALL DESIGNS  DONE BY ME.ALSO TRY ""FATKATS BUTTON FIND"" AND"" FATKATS HOMESTORE""THANKS FRIENDS..",https://www.roblox.com/groups/,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/E9EOKbbZTk', 'expanded_url': 'https://www.roblox.com/groups/9130941/Fat-Kats#!/about', 'display_url': 'roblox.com/groups/9130941…'}]}}"
814805613385515008,RoBuilderYT,16168,1512,"success is like being pregnant, everyone says congratulations but nobody knows how many times you got fucked.  @Torbin_Co",,False,"{'description': {'mentions': [{'start': 111, 'end': 121, 'username': 'Torbin_Co'}]}}"
1412199573183938565,KasimAkrBot,2845,329588,Follow @KasimAkr a free cookie and giveaways!!,,False,"{'description': {'mentions': [{'start': 7, 'end': 16, 'username': 'KasimAkr'}]}}"
1445836684906532868,kimliptamo,76,20035,kim jongin por ti sigo vivo,arriba loona,False,
3383742959,Hajiya4life,58,1553,,,False,
574032254,coinbase,5242767,4440,"Coinbase is the easiest place to buy and sell crypto. 

For support ➡️ @CoinbaseSupport",Remote First,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O1gzmSMyoa', 'expanded_url': 'https://coinbase.com', 'display_url': 'coinbase.com'}]}, 'description': {'mentions': [{'start': 71, 'end': 87, 'username': 'CoinbaseSupport'}]}}"
705209963694587904,readyplayerone,42378,370,Own #ReadyPlayerOne on Digital & Blu-ray now.,,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/A9NzHDNLVr', 'expanded_url': 'http://readyplayeronemovie.com', 'display_url': 'readyplayeronemovie.com'}]}, 'description': {'hashtags': [{'start': 4, 'end': 19, 'tag': 'ReadyPlayerOne'}]}}"
16745055,Roblox,5131152,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
25671820,areeve,758,108,head of identity product @coinbase,"San Francisco, CA",False,"{'description': {'mentions': [{'start': 25, 'end': 34, 'username': 'coinbase'}]}}"
1500271824285970432,Cylumfinance,271042,72,"The First Metaverse Launchpad on BSC. Auto-stake, Auto-compounding & Auto-burn all in one Protocol with $CYM: https://t.co/mUPycuKT7h | Join us | https://t.co/cuIYYspGnU",Binance Smart Chain,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aNFnSVogff', 'expanded_url': 'https://cylum.io/app', 'display_url': 'cylum.io/app'}]}, 'description': {'urls': [{'start': 110, 'end': 133, 'url': 'https://t.co/mUPycuKT7h', 'expanded_url': 'http://docs.cylum.io', 'display_url': 'docs.cylum.io'}, {'start': 146, 'end': 169, 'url': 'https://t.co/cuIYYspGnU', 'expanded_url': 'http://linktr.ee/cylumfinance', 'display_url': 'linktr.ee/cylumfinance'}], 'cashtags': [{'start': 104, 'end': 108, 'tag': 'CYM'}]}}"
