userid,username,followers,tweets,profile_desc,location,verified,entities
1301180904048656384,beni18_zaza,397,3166,"ZaZa 4ever
 -VIP🔥 Comandito81 -VIP 🦝 Victoria",Con el mejor del Mundo,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fcwnRSu9Wv', 'expanded_url': 'http://twitch.tv/elmariana', 'display_url': 'twitch.tv/elmariana'}]}}"
1375642890777542666,DDvalin,5077,3809,🇲🇦🇲🇽 🌌 |Moderadora de @elmarianaa| |Me encantan los gatos| | Disfruto la vida cantando |,"Monterrey,Nuevo Leon ",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VebKtdY6pP', 'expanded_url': 'https://www.instagram.com/dvaliiin/', 'display_url': 'instagram.com/dvaliiin/'}]}, 'description': {'mentions': [{'start': 22, 'end': 33, 'username': 'elmarianaa'}]}}"
1515258498854047748,Pilaf62101430,17,151,,,False,
1433775508802707463,oreI_orL,3346,1934,"hello, im orel aka I_orL
dev for @Boss_StudioRBLX
@thebossinnicar1
and working for a few front page games
im a 3d modeler
discord:
(commissions closed)",,False,"{'description': {'mentions': [{'start': 33, 'end': 49, 'username': 'Boss_StudioRBLX'}, {'start': 50, 'end': 66, 'username': 'thebossinnicar1'}]}}"
1495628247538835465,Boss_StudioRBLX,240683,160,"Home of one of @Roblox’s biggest Studio.

Founded by @thebossinnicar1, currently aiming for the 🌟

Discord: https://t.co/HqnSL7VZpQ",Boss Studio,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1AWZTZtbX6', 'expanded_url': 'https://www.youtube.com/channel/UCgexJYgcDO8NssFIs9QCUdQ', 'display_url': 'youtube.com/channel/UCgexJ…'}]}, 'description': {'urls': [{'start': 108, 'end': 131, 'url': 'https://t.co/HqnSL7VZpQ', 'expanded_url': 'http://discord.gg/bosstudio', 'display_url': 'discord.gg/bosstudio'}], 'mentions': [{'start': 15, 'end': 22, 'username': 'Roblox'}, {'start': 53, 'end': 69, 'username': 'thebossinnicar1'}]}}"
1249376178894405636,thebossinnicar1,122203,1119,"Founder and Creator of @BOSS_STUDIORBLX 🌎 

Former @Roblox Event Organizer 📚

🇳🇮, 🇺🇸, 🇰🇷   AKA Brandon Ha",Roblox HQ (?),False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/6dJAda7Vz5', 'expanded_url': 'https://www.instagram.com/brandonha_0210/', 'display_url': 'instagram.com/brandonha_0210/'}]}, 'description': {'mentions': [{'start': 23, 'end': 39, 'username': 'BOSS_STUDIORBLX'}, {'start': 51, 'end': 58, 'username': 'Roblox'}]}}"
924473713638064128,GleamEyezz,39,1920,https://t.co/p20OvhKHt1,,False,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p20OvhKHt1', 'expanded_url': 'https://www.instagram.com/andrw.vxm/', 'display_url': 'instagram.com/andrw.vxm/'}]}}"
1483375803832299522,dicksucker3000_,8,241,https://t.co/pNbu20DwjZ…,dick island,False,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pNbu20DwjZ', 'expanded_url': 'http://open.spotify.com/track/5sr1yOZk', 'display_url': 'open.spotify.com/track/5sr1yOZk'}]}}"
2850532049,AlbertsStuff,1174483,10114,scoundrel,he/him,False,
1056053249470541824,Roblox_RTC,457154,24465,It's our mission to be one with the community and make this the best place to be! | We are *NOT* @Roblox! | DM 💌 with new info! | Layout by: @PazeTweets,Following ≠ Endorsement,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t4QnFMvIXg', 'expanded_url': 'http://rtcnews.ca', 'display_url': 'rtcnews.ca'}]}, 'description': {'mentions': [{'start': 97, 'end': 104, 'username': 'Roblox'}, {'start': 141, 'end': 152, 'username': 'PazeTweets'}]}}"
1489389668600795140,mcwizzie_,4,4,"Yes, my profile is a joke. Yes, I love it.","Savannah, GA.",False,
1138124482164469760,ChaosExplorer,3,192,I like @Roblox,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dIn57qpDtE', 'expanded_url': 'https://www.roblox.com/users/973167850/profile', 'display_url': 'roblox.com/users/97316785…'}]}, 'description': {'mentions': [{'start': 7, 'end': 14, 'username': 'Roblox'}]}}"
1326715945193148419,hogpip_ben,277,5111,"| 🎨Art of Oc's, multifandom and other my ideas🌟 | 💜she/her♒",ประเทศไทย,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YqoZn5mqjk', 'expanded_url': 'https://www.youtube.com/channel/UCSri8BZdwLRBEU-wlH8l7QA', 'display_url': 'youtube.com/channel/UCSri8…'}]}}"
1366116282375036929,Lolobyy_,387,1527,Hey hi hello (Fan)artist | Pianist | Editor  Amphibia has a hold on me for 2 years and counting,He/they/it/bee,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nkg695WJd2', 'expanded_url': 'https://en.pronouns.page/@lolobyy_', 'display_url': 'en.pronouns.page/@lolobyy_'}]}}"
1293932209376657409,ninjaryukenden,390,8655,"gamedev account: @LampZulcGames

art account: @GampArtSecond

backup: @VampireKilIer",Famiclone collector,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3u7fF2K2PP', 'expanded_url': 'https://www.youtube.com/GamingLamp', 'display_url': 'youtube.com/GamingLamp'}]}, 'description': {'mentions': [{'start': 17, 'end': 31, 'username': 'LampZulcGames'}, {'start': 46, 'end': 60, 'username': 'GampArtSecond'}, {'start': 70, 'end': 84, 'username': 'VampireKilIer'}]}}"
1343969881860022272,skqza,210,6894,https://t.co/EFaTpiSKE8,singapore,False,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/EFaTpiSKE8', 'expanded_url': 'https://youtube.com/c/1zetaaa', 'display_url': 'youtube.com/c/1zetaaa'}]}}"
1477641247661637633,watchfoxdeals,268,24396,"A bot that tracks Roblox limited item deals.
Turn on Twitter notifs for notifs. 
Owner: @Chloe_Woahie | fekie#7808
Join the Discord! https://t.co/3C1QwJOfgy",,False,"{'description': {'urls': [{'start': 133, 'end': 156, 'url': 'https://t.co/3C1QwJOfgy', 'expanded_url': 'http://discord.gg/zzUNvdMGJk', 'display_url': 'discord.gg/zzUNvdMGJk'}], 'mentions': [{'start': 88, 'end': 101, 'username': 'Chloe_Woahie'}]}}"
1318172330225508354,FinobeUser,80,69674,Legit confused,ass,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o0MpAwSte9', 'expanded_url': 'http://Jesus.com', 'display_url': 'Jesus.com'}]}}"
1529892220647645186,KovMogal,0,10,Я простой парень из Питера,,False,
1101376954161229827,imcyrian,40662,904,"🛍️ MERCH: https://t.co/FqyEQH5tNH ••• 
Alt : @CyrBlox || Join my Discord Server! 💙",しりいあん,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/k9hR9fx4Aa', 'expanded_url': 'https://discord.gg/dMmnbmMr5Y', 'display_url': 'discord.gg/dMmnbmMr5Y'}]}, 'description': {'urls': [{'start': 10, 'end': 33, 'url': 'https://t.co/FqyEQH5tNH', 'expanded_url': 'https://www.roblox.com/catalog/8460009002/Cyrian-Merch', 'display_url': 'roblox.com/catalog/846000…'}], 'mentions': [{'start': 45, 'end': 53, 'username': 'CyrBlox'}]}}"
1411042553412034562,Loxella_yt,1109,22201,"makes roblox and other game videos | 14 | Bloxburg builder | Gfx artist 

Alt: @Loxella_alt 
Abc for mom: @AbcForMomm 

Pfp & banner made by me 

ABC FOR MOM",abc for mom QUEEN,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/T1yRfZ2Pp3', 'expanded_url': 'https://linktr.ee/Loxella_yt', 'display_url': 'linktr.ee/Loxella_yt'}]}, 'description': {'mentions': [{'start': 79, 'end': 91, 'username': 'Loxella_alt'}, {'start': 106, 'end': 117, 'username': 'AbcForMomm'}]}}"
1078329645173563393,BuilderLol,1394,323,Follow me on instagram 👇,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/1Bnos9OAMl', 'expanded_url': 'https://instagram.com/anitrblx?utm_medium=copy_link', 'display_url': 'instagram.com/anitrblx?utm_m…'}]}}"
1432693849084792836,GAME858,9,466,"Följer gamingmarknaden, bolagen, trenderna, förvaltarna samt utvalda skribenter. Alla åsikter är mina privata och skall INTE ses som placeringsråd!","Stockholm, Sverige",False,
1302618825108586496,omgomg286,862,16474,"He/Him | 21 years old | Twitch Streamer | YouTube Content Creator |

Banner by @eloman0123
Pfp by @ItsAhmad08 | Intellectual Disability |

#519 | GMT 8+",Philippines 🇵🇭,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/uFFwuwCeFr', 'expanded_url': 'https://www.roblox.com/users/261532155/profile#!/creations', 'display_url': 'roblox.com/users/26153215…'}]}, 'description': {'mentions': [{'start': 79, 'end': 90, 'username': 'eloman0123'}, {'start': 98, 'end': 109, 'username': 'ItsAhmad08'}]}}"
1486068322538041348,10talyaYT,1964,4634,꧁ ❦︎ 🜲 .∘˚⊹『𝕋𝕒𝕝𝕪𝕒』❦︎ ꧂ ☾︎ 𝕤𝕙𝕖♪𝕙𝕖𝕣 ☽︎ ☾︎ 15 ☽︎ ☾︎ 𝕙𝕒𝕤 200𝕜 𝕜𝕚𝕕𝕤 𝕚𝕟 𝕥𝕙𝕖 𝕓𝕒𝕤𝕖𝕞𝕖𝕟𝕥 ฅ^•ﻌ•^ฅ ☽︎ ☾︎ 𝕗𝕠𝕝𝕝𝕠𝕨 𝕞𝕖 ♡´･ᴗ･`♡ ☽︎ 🥺  ,inside the basement,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/euTajHSM2A', 'expanded_url': 'https://www.youtube.com/channel/UCtRhNMzn_GbaII3WNHPiydQ', 'display_url': 'youtube.com/channel/UCtRhN…'}]}}"
1421045033533313024,smoothiescool,255,18472,he/him - alt account: @AltSmoothie - #Roadto300,,False,"{'description': {'hashtags': [{'start': 37, 'end': 47, 'tag': 'Roadto300'}], 'mentions': [{'start': 22, 'end': 34, 'username': 'AltSmoothie'}]}}"
1523499543052320774,Heretojoingw,30,1986,"Hi i join gws and do trades

Actually marine",,False,
1527875872870797312,_khione_roblox_,230,1740,"Need robux/am rtd's
Banner comms and Pfp comms(𝕠𝕗𝕗)
Dm me to sponsor/promote ur acc(𝕠𝕟)
I am taking rhd,robux,real cash,robux
#khione_gws",Anya Forger🤩Waku waku💖💖,False,"{'description': {'hashtags': [{'start': 126, 'end': 137, 'tag': 'khione_gws'}]}}"
1477819725044338688,tojis_Right_nut,40,1479,Toji's right nut,,False,
1280632147343216641,plebcy,127619,6141,creator of things,he/him,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/R9Y0udqOgn', 'expanded_url': 'https://twitch.tv/plebcyy', 'display_url': 'twitch.tv/plebcyy'}]}}"
1503059395470630920,Kreevess_,2,5,Hey I'm Kreeves! I am a 3D modeler/builder!,Roblox Studio,False,
1340113765782736896,Da_Shadow_Brute,78,9383,I know it’s not Christmas anymore. I just don’t feel like changing my profile.,,False,
1424339445327618056,_Yurihime,238,3259,⋆。°☆ ‶天文学ʺ┊unfollow=Lower chances to win my gws┊#Yurihimetrusted┊I love all types of cats ☆°。⋆,Meteor shower ഒ´ˎ˗,False,"{'description': {'hashtags': [{'start': 48, 'end': 64, 'tag': 'Yurihimetrusted'}]}}"
1415351084026146820,demimikaelson,3370,26758,Demi Mikaelson 🧛‍♀️ - Adopt me player 🥸 - “I happen to think that you are someone worth knowing” 🫶🏼 - Thanks for 3.3k😻 -,CET Timezone BE,False,
458460960,IsaiahVinson1,89,5614,"25/Him/Cartoonist
I do nothing but drawing monsters/mutants. The creator of few characters like blue guy, Ed Grimster.
PSN: Zaycool97",United States,False,
1215723171200012288,OnTheDownLoTho,89293,371247,"25 • Fadel 5000 • @Twitch Partner 💜•Video Games, Mainly YELLIN about Sonic, Mario & GOKU • Sometimes art😩 • HYPED BY @gfuelenergy",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ivfrmwJ6tE', 'expanded_url': 'http://Twitch.tv/GamesCage', 'display_url': 'Twitch.tv/GamesCage'}]}, 'description': {'mentions': [{'start': 18, 'end': 25, 'username': 'Twitch'}, {'start': 117, 'end': 129, 'username': 'gfuelenergy'}]}}"
1518114489832394752,SanrioMelodyz,12,290,"ᴊᴜꜱᴛ ʏᴏᴜʀ ᴀᴠᴇʀᴀɢᴇ ᴄɪʀᴄᴜꜱ ꜰʀᴇᴀᴋ! 🎡🎠

|| ᴄɪᴛꜱ ꜰᴀɴ! || ᴄʟᴏᴡɴꜱ ᴀʀᴇ ᴄᴏᴏʟ!  || 
|| ᴘᴀɴꜱᴇxᴜᴀʟ! || ᴍᴜꜱɪᴄ ɪꜱ ɴɪᴄᴇ. ||

Other Account! : @AshieClown",♡ Drawing G0Z in my room! ^^ ♡,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7DXErsbZoN', 'expanded_url': 'http://g0z.thecomicseries.com', 'display_url': 'g0z.thecomicseries.com'}]}, 'description': {'mentions': [{'start': 127, 'end': 138, 'username': 'AshieClown'}]}}"
2986989557,gc7the7,33,727,"RETURN to NEUTRON.......the-7-.
https://t.co/iQEF9Ajor0",Earth-Land of the Free,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/TdVMaftpos', 'expanded_url': 'https://www.roblox.com/groups/7949716/ENSEMBLE-the-7#!/store', 'display_url': 'roblox.com/groups/7949716…'}]}, 'description': {'urls': [{'start': 32, 'end': 55, 'url': 'https://t.co/iQEF9Ajor0', 'expanded_url': 'http://linktr.ee/famthe7', 'display_url': 'linktr.ee/famthe7'}]}}"
1283620270603997191,emathsyt,82,675,╭ ✩ now on tiktok @roguesdiary ꒱ ˎˊ˗,— magical scorpio ,False,"{'description': {'mentions': [{'start': 18, 'end': 30, 'username': 'roguesdiary'}]}}"
1383850126104399880,sunooevil,1698,4375,sunoo com s de so meu !,minho’s gf.,False,
2605485908,LukeRobertsArt,96,5311,"Artist I 2D Animator I Video Game Enthusiast I Anime Maid Aficionado

https://t.co/W0ljgyky6M

24 I He/Him I 日本語もOK","Melbourne, Australia",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7qF4HyKybj', 'expanded_url': 'http://patreon.com/luke_roberts', 'display_url': 'patreon.com/luke_roberts'}]}, 'description': {'urls': [{'start': 70, 'end': 93, 'url': 'https://t.co/W0ljgyky6M', 'expanded_url': 'http://ko-fi.com/lukeroberts', 'display_url': 'ko-fi.com/lukeroberts'}]}}"
1349429807751294979,i_amjoIIy,1217,6688,🅴 slow artist || 18 || i like tweeting stuff because it’s all of the things i never got to say || banner by @Ieetness,🥲,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0Ht77M6XFU', 'expanded_url': 'https://www.roblox.com/users/29824226/profile', 'display_url': 'roblox.com/users/29824226…'}]}, 'description': {'mentions': [{'start': 108, 'end': 117, 'username': 'Ieetness'}]}}"
856650515874172928,robloxdevrel,618409,2200,"Empowering developers & creators to bring their imagination to life #RobloxDev 

For support go to https://t.co/jqWhIsyHWa",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/waS7ODkUxJ', 'expanded_url': 'http://developer.roblox.com/', 'display_url': 'developer.roblox.com'}]}, 'description': {'urls': [{'start': 99, 'end': 122, 'url': 'https://t.co/jqWhIsyHWa', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}], 'hashtags': [{'start': 68, 'end': 78, 'tag': 'RobloxDev'}]}}"
1341801859674157057,sh1goo,30,582,"13
@waruaim
@degenfist

@vulxxqq ♡",5.6.2022 ♡,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fN06tMlDoh', 'expanded_url': 'https://beacons.ai/shigoo', 'display_url': 'beacons.ai/shigoo'}]}, 'description': {'mentions': [{'start': 3, 'end': 11, 'username': 'waruaim'}, {'start': 12, 'end': 22, 'username': 'degenfist'}, {'start': 24, 'end': 32, 'username': 'vulxxqq'}]}}"
1343074984256700419,Ailynhumaresss,112,1396,"dale, quítame el lock",LM 📍🇲🇽,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/2r1UPVUOu2', 'expanded_url': 'http://instagram.com/ailyn_humares/', 'display_url': 'instagram.com/ailyn_humares/'}]}}"
1517694900065632257,RickyOr9,0,5,I am people,,False,
1535451366784520192,Blackiexstore,28,1023,"Adopt me and psx roblox shop

Payment:
amc,robux,psx gems,psx pets,trading

Instagram user:blackiex._.store

Hope u buy in this very trusted store tysm! 
🦇👻🙏",,False,
1520176082947014657,rareyou_are,2,43,,,False,
1483108654253764610,YtKhione,207,8265,"Only my alt acc
Dm my main acc to sponsor (@_khione_roblox_) 
I love Anya Forger eekk❤️
#khionegw_proofs #khionepetsit_proofs
#khione_gws",,False,"{'description': {'hashtags': [{'start': 88, 'end': 104, 'tag': 'khionegw_proofs'}, {'start': 105, 'end': 125, 'tag': 'khionepetsit_proofs'}, {'start': 126, 'end': 137, 'tag': 'khione_gws'}], 'mentions': [{'start': 43, 'end': 59, 'username': '_khione_roblox_'}]}}"
1391940346532274181,Nonozinhaa1,40,1144,"meu nome é Aína. esse perfil é para acompanhar e ✍️sobre joguinhos que eu amo (principalmente adoptme) e coisas aleatórias. sou adulta, porém não muito 💜",Brasil,False,
1450844144792965125,Doggy7756,3,135,Beni_938 on roblox,,False,
1145825695941222400,PlayAdoptMe,1410346,4898,"Adopt cute pets 🐕 Decorate your home 🖼️ Explore the world of Adopt Me! on Roblox 🐾 Made by: @UpliftGames
Help: @AdoptMeSupport",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JMYyChrlWl', 'expanded_url': 'http://playadopt.me', 'display_url': 'playadopt.me'}]}, 'description': {'mentions': [{'start': 92, 'end': 104, 'username': 'UpliftGames'}, {'start': 111, 'end': 126, 'username': 'AdoptMeSupport'}]}}"
2255460432,Minions,187187,2724,Minions: The Rise of Gru only in theaters this Friday. Get tickets now! 🎟,,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ksh36BDVGs', 'expanded_url': 'http://www.minionsmovie.com/tickets/', 'display_url': 'minionsmovie.com/tickets/'}]}}"
1363413667287470081,kennysfckindead,79,267,┊paul dano and south park enjoyer┊ minor ┊♊︎┊ any pronouns ┊. ➶ ˚ ☆ ★ ✩ ✰ ⍣ ☆ ★ ✩ ✰ ⍣ ☆ ★ ✩ ✰ ⍣ ☆ ★ ✩ ✰ ⍣ ☆ ★ ✩ ✰ ⍣ ☆ ★ ✩ ✰ ⍣,"South Park, CO",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pOMcgEFBaf', 'expanded_url': 'http://southpark.cc.com', 'display_url': 'southpark.cc.com'}]}}"
1518197017389846528,meedorothy2,1,3,,,False,
1410362481726443526,7vsins,17536,625,"#sicklyproof /don't steal my layouts (be original)/ 
Follow my alt; @sickpwints!

roblox group below
|
|",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AuPOy3BgHL', 'expanded_url': 'https://www.roblox.com/groups/14289438/haruf#!/about', 'display_url': 'roblox.com/groups/1428943…'}]}, 'description': {'hashtags': [{'start': 0, 'end': 12, 'tag': 'sicklyproof'}], 'mentions': [{'start': 68, 'end': 79, 'username': 'sickpwints'}]}}"
1085860948483526657,iburntapizza,504,3324,thou shall not stand idly by // imperyalismo ibagsak!,piling masa,False,
1302133005054406657,C00L_W1TCH,727,25317,"whimsical modeler person, genderfluid he/she/they, bi, taken!, 🇮🇩 person, minor ( NSFW dni ), multifandom",Microsoft Paint,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/YJTQuTU0rF', 'expanded_url': 'http://roblox.com', 'display_url': 'roblox.com'}]}}"
1459093613275582465,b_brendam,198,1034,"He/Him | Route Maker | Musician | Lvl 500 Arsenal Player | Season 4 & 2 Enjoyer | Minor | Stranger Things Enjoyer | ""The TTTE Skyplate Dude""

I make some stuff.",The Upside Down,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/teKFfK8oSD', 'expanded_url': 'https://discord.gg/tZbtvrTG5d', 'display_url': 'discord.gg/tZbtvrTG5d'}]}}"
1403102987854225408,psikosiaaa77,217,5890,enamora de los atardecere y de ti',mundo de la hipocresía,False,
1324647871619031041,ItsExtreme_0826,18,892,"Hi, I am Extreme and I am the leader of The Overload Team.
My username is playextreem4 on Roblox.
My banner is made with the help of my friend @Drawingfish516.",Twitter,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fOqUiaXXbe', 'expanded_url': 'https://www.youtube.com/channel/UCkng9aL8icWP-3mi4w7svCQ', 'display_url': 'youtube.com/channel/UCkng9…'}]}, 'description': {'mentions': [{'start': 143, 'end': 158, 'username': 'Drawingfish516'}]}}"
3143454491,WhoseTrade,11647,2959,professional roblox player & future cowboy,the wild wild west,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gquxJebyis', 'expanded_url': 'https://www.roblox.com/users/1157409/profile', 'display_url': 'roblox.com/users/1157409/…'}]}}"
1514848896690049030,ant_cabs,8,194,hi,,False,
1448580676987412480,L8T1JIIFgOqgHnk,1,44,https://t.co/pgLVSUJqSh…,,False,"{'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pgLVSUJqSh', 'expanded_url': 'http://google.com.tw/url?sa=t&rct=j', 'display_url': 'google.com.tw/url?sa=t&rct=j'}]}}"
823735656,Ashan_kouki,221467,15082,"🔞注意：這是R18/NSFW推特，未成年請自行迴避 🔞
我是一個Youtuber，玩的遊戲大多是休閒向和一些恐怖遊戲，歡迎點下方連結去逛逛(*´▽`*)",台灣,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/QXQ3O2ikIR', 'expanded_url': 'http://www.youtube.com/user/charlie615119?feature=mhee', 'display_url': 'youtube.com/user/charlie61…'}]}}"
1398471185717862401,cinthearcane,247,1565,Genderfluid Gay • He/She/They/It,minor • seAsian,False,
1427563776887250946,bloxs_d,23,523,"Hello #Robloxians, welcome to my profile! Im a intro/outro maker, im also a small #RblxYt. But during some trouble, ive stop uploading vids for a few months.",,False,"{'description': {'hashtags': [{'start': 6, 'end': 17, 'tag': 'Robloxians'}, {'start': 82, 'end': 89, 'tag': 'RblxYt'}]}}"
1534439525635997696,RenzoDoca,1,4,,,False,
1468590540359081986,ThCreaturesNews,1,32,"A news account for The Creatures: A Clicker Game, and all the other games in The Creatures universe!",,False,
1525920909881753601,Yourdadwithmil1,0,12,,,False,
1129473457685651458,Chaseroony,170534,8328,"https://t.co/aujlwAvzRp

@roonychase",yukon,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sj6QptYuU0', 'expanded_url': 'http://discord.chaseroony.com', 'display_url': 'discord.chaseroony.com'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aujlwAvzRp', 'expanded_url': 'http://youtube.com/chaseroony', 'display_url': 'youtube.com/chaseroony'}], 'mentions': [{'start': 25, 'end': 36, 'username': 'roonychase'}]}}"
1094203585439715328,kuhbenna,216,1309,i like banana,she/they,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rZjJEGe0uA', 'expanded_url': 'https://linktr.ee/kuhbenna', 'display_url': 'linktr.ee/kuhbenna'}]}}"
3121870301,Shackle_Dev,89,1064,roblox developer & youtuber,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/SSvIHHzPdc', 'expanded_url': 'https://discord.gg/hsSbZDSEsX', 'display_url': 'discord.gg/hsSbZDSEsX'}]}}"
1154702952977903616,Starfleet_ufop,218,1255,streamer youtuber twitch: starfleet_headquaters youtube: united federation of planets,"San Francisco, CA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zv9QatWAow', 'expanded_url': 'https://youtube.com/channel/UCRTX_cEeibOrVv8xMICGVbA', 'display_url': 'youtube.com/channel/UCRTX_…'}]}}"
