userid,username,followers,tweets,profile_desc,location,verified,entities
1360480268302258185,daydaysebari,1278,21933,— # broer 🌱 | #RUBIUSX | auroner🐚, Robleis- idiota out now ,False,"{'description': {'hashtags': [{'start': 14, 'end': 22, 'tag': 'RUBIUSX'}]}}"
1465484829131034630,luvhdqrl,330,5219,Unknown,i like pink bruh,False,
3696051673,WindyPivot,257,2560,Trinidadian Roblox Game Dev who wants to be an animator one day. Youtube - Windy Pivot IG - WindyPivot,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yAvsPkvGll', 'expanded_url': 'https://www.youtube.com/user/amorajoshua', 'display_url': 'youtube.com/user/amorajosh…'}]}}"
2466019910,ryanrayjames,28,2067,living in LuLuLaLaLand™️®.,LULULALALAND ®,False,
1463395540847136768,The_MC_Roblox,355,2564,𝕴 𝖏𝖔𝖎𝖓 𝖌𝖎𝖛𝖊𝖆𝖜𝖆𝖞𝖘 𝖆𝖓𝖉 𝖉𝖔 𝕲𝖎𝖛𝖊𝖆𝖜𝖆𝖞𝖘 😎 #TheMCproofs 𝖋𝖔𝖗 𝖌𝖜 𝖕𝖗𝖔𝖔𝖋𝖘 ✌🏻𝕲𝖔𝖆𝖑 1k 𝖑𝖊𝖙𝖘 𝖌𝖊𝖙 𝖙𝖍𝖊𝖗𝖊 😁,,False,"{'description': {'hashtags': [{'start': 36, 'end': 48, 'tag': 'TheMCproofs'}]}}"
1444458284598050826,Yoxvy1,1,16,"""Almight !"" Founder of Omniversal Studios 
◜Discord ╼ https://t.co/tpV8KrcCrP◝
ㅤOmniversal Productions
◟Pros: They / Them😂 He / Him. Goal: 100F◞",USA,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/PzkCoDoIXc', 'expanded_url': 'https://discord.gg/RnxJgWDS', 'display_url': 'discord.gg/RnxJgWDS'}]}, 'description': {'urls': [{'start': 54, 'end': 77, 'url': 'https://t.co/tpV8KrcCrP', 'expanded_url': 'http://discord.gg/RnxJgWDS', 'display_url': 'discord.gg/RnxJgWDS'}]}}"
294423510,OsamaBinPimpin,352,29878,Ugly. Fat. Loyal. 20 year veteran of the hands team 👊🏽,Round Yonder,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/i5I74X318H', 'expanded_url': 'http://www.fbma.com', 'display_url': 'fbma.com'}]}}"
1092232046859206656,Broderick_1911,63,613,,,False,
184140305,WhiskeyFor3,2855,174069,"Club Moses #ATeamDJs, Nupe. Email: BigWhiskey870@gmail.com, Snapchat: bigwhiskey870 Instagram: whiskeyfor3","Arkadelphia, AR",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/iDUXJl4egT', 'expanded_url': 'https://twitter.com/BigWhiskey870', 'display_url': 'twitter.com/BigWhiskey870'}]}, 'description': {'hashtags': [{'start': 11, 'end': 20, 'tag': 'ATeamDJs'}]}}"
1143293198271307777,GRYMORVIC,1114,19680,"🌟Morrison Moore
🌟18
🌟He/Him
🌟BRTC founder
🌟No reposting/using my art w/o permission ty
🌟I draw suggestive shit sometimes
🌟?",BRTC HQ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GtHHuPg4yq', 'expanded_url': 'https://grymorvic.carrd.co/', 'display_url': 'grymorvic.carrd.co'}]}}"
1325190810896314368,casey48440063,4,39,she/her I hate Matthew Morrison and Candace owens,,False,
1372504203189485568,SYeezy05,82,20146,,,False,
818306460744462338,ndixzy,65,1626,jjk brain rot,she/they,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NS1c68APhd', 'expanded_url': 'http://yutaokkotsuenjoyer.com', 'display_url': 'yutaokkotsuenjoyer.com'}]}}"
1347049760029433856,Yurimemo1,12,495,"{°~Hello, my name is fawn~°} ~ ||Pronouns: Any|| ~  ||Alt: @FawnAlt_  || ~ ||Time: PST || ~ || This account will be dedicated to royale high ||🌾",,False,"{'description': {'mentions': [{'start': 59, 'end': 68, 'username': 'FawnAlt_'}]}}"
1509177644293582849,chaeberrries_,52,1727,zel's random account for random stuff,headed made by me,False,
1477469542250995713,cloudyyamilee,8353,1216,"the moon is beautiful, isn't it?",,False,
1428186299165384710,ltzMel,14,95,,,False,
1454338004936380418,ZhiXuan_need_u,1535,9997,"🕊️• she/her •🕊️
🌻• proofs:220+ •🌻
(223/250)
❣️• love ya •❣️
💅•not that nice sorry•💅
💚•1000+ leafs•💚
alt: @zhixuan123ily
DM TO SPONSOR
~malaysian~",goal: 1.5k,False,"{'description': {'mentions': [{'start': 105, 'end': 119, 'username': 'zhixuan123ily'}]}}"
1506211607416012802,dark_playz9,2,55,I play Roblox,,False,
1505771402594775041,Light_playz10,2,44,Hello i play roblox it a fun game you should install it,,False,
1480030909671743490,AnnieNoodlez,13,277,"꒰🐼꒱⌒  ̟ She/Her・・・ ꒷🇻🇳 ˚∗ .˚❝˚(✿◡‿◡)˚❞・
╔Bio/ name cre:
╚ @dxlity
・status : inactive 
・・・https://t.co/imctJAz7qI・・・",BunBun#9183,False,"{'description': {'urls': [{'start': 89, 'end': 112, 'url': 'https://t.co/imctJAz7qI', 'expanded_url': 'http://iydgweire.carrd.co', 'display_url': 'iydgweire.carrd.co'}], 'mentions': [{'start': 58, 'end': 65, 'username': 'dxlity'}]}}"
1190454874741166081,Blakeyblue1,1077,4283,"HI
I'm Broke 😃
(dm to sponsor ig)
banner by @TrixiePlays_Alt
Pfp made by @Itsyogirl_Neet
Genshin UID:624168183 (NA, AR:56) complicated 😅","Hawaii, USA",False,"{'description': {'mentions': [{'start': 44, 'end': 60, 'username': 'TrixiePlays_Alt'}, {'start': 73, 'end': 88, 'username': 'Itsyogirl_Neet'}]}}"
1452465248322134021,luckyyloll,126,1248,"⋆ ˚｡⋆୨୧˚ • ASPIRING ugc creator • he/they • dm for inquires, to collab, or add my discord, luckyy#0007 • ˚୨୧⋆｡˚ ⋆ lana del rey and elizabeth olsen stan 💚",pfp by @.flxxfyxo,False,
1131229088578985984,thatshushi,179,2498,"🎓CLASS OF 2021🎓   pfp by @/Limeonlemons
                |Vip on Launce's stream|Mod for Check' stream|

🇲🇽🇺🇸",ogSHUSHI,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gDNQACd6Pw', 'expanded_url': 'https://www.twitch.tv/thatshushi', 'display_url': 'twitch.tv/thatshushi'}]}}"
