userid,username,followers,tweets,profile_desc,location,verified,entities
1510176088416088065,MoralesTheGuy,17,389,"Follow, Like, and Click here: https://t.co/OBtaGvFBDY; for more news and updates on games and entertainment.",,False,"{'description': {'urls': [{'start': 30, 'end': 53, 'url': 'https://t.co/OBtaGvFBDY', 'expanded_url': 'http://deskgamers.com', 'display_url': 'deskgamers.com'}]}}"
963495628545327104,StckPro,5169,605133,We'll make staying up-to-date on financials news easy for you. Discover how https://t.co/qYtx6dQ3dV revolutionizes how you gather financial related news,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AF3O5dxzP9', 'expanded_url': 'https://www.stck.pro/', 'display_url': 'stck.pro'}]}, 'description': {'urls': [{'start': 76, 'end': 99, 'url': 'https://t.co/qYtx6dQ3dV', 'expanded_url': 'https://STCK.PRO', 'display_url': 'STCK.PRO'}]}}"
907523395352449024,ChubbyGreyPony,222,19020,"A 24 year old living in Texas. Draws, writes, and plays games. May or may not have a fondness for little ponies.","Texas, USA",False,
1482634723545526274,Resuloot,204,814,"Game developer with years of experience!

🏆ABOUT ME:
🎨 Logo Designer & Artist
🎲 3d Modeler & Builder
🔊 SFX & Audio Track",Behind you,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/AkdJfA8eAz', 'expanded_url': 'https://www.roblox.com/users/2383491010/profile', 'display_url': 'roblox.com/users/23834910…'}]}}"
1479718816557027328,Lzzie__,50,1796,lavi ama o cacaio,,False,
1121779004103647232,GoCommitBot,59,97753,"A bot that says ""go commit "" + some random word every now and then.. Ran by @lolitsace",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/RaFr9KRUfe', 'expanded_url': 'https://cheapbotsdonequick.com/source/GoCommitBot', 'display_url': 'cheapbotsdonequick.com/source/GoCommi…'}]}, 'description': {'mentions': [{'start': 76, 'end': 86, 'username': 'lolitsace'}]}}"
850044754725265409,JulietS99857172,212,7534,,"Stillwater, Oklahoma",False,
141341662,ChipotleTweets,1138276,960022,Cultivate a better world.,,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/FylDnkR56d', 'expanded_url': 'http://chipotle.com', 'display_url': 'chipotle.com'}]}}"
16745055,Roblox,5131854,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
942172025262616579,Duran1Ray,15,2003,"gran fanatico de #Marvel y #DC Y Todo lo que vea en super heroes, tambien Gamer adorador de videojuegos, solo soy twittero que pasa su tiempo libre en twitter",Venezuela,False,"{'description': {'hashtags': [{'start': 17, 'end': 24, 'tag': 'Marvel'}, {'start': 27, 'end': 30, 'tag': 'DC'}]}}"
1385744145407426561,codewire1223,0,6,,,False,
