userid,username,followers,tweets,profile_desc,location,verified,entities
1426663006151319557,RBB_Blink,1087,19068,،، ꒷ꪮꪀ𝔩𝗒 𝗳ꪮ𝗋 m͟𝕪 ɢi𝗋𝗹𝘴 . . .  ꒰ blackpink ꒱,BLACKPINK= 🏡 || 🇩🇴 ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/29MBJ2Fsj7', 'expanded_url': 'http://www.support.wonyo.com', 'display_url': 'support.wonyo.com'}]}}"
1462388239734607879,mariatadormindo,110,774,vida ruim cabeça confusa,"joinville, br",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vT9JHZYbcg', 'expanded_url': 'https://instagram.com/maria_martins014?utm_medium=copy_link', 'display_url': 'instagram.com/maria_martins0…'}]}}"
1372985813148041217,laysrbisca,649,1079,amor @lanadelrey//,"joinville,sc",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0LEpitbuzf', 'expanded_url': 'http://instagram.com/lays.ribeiroo', 'display_url': 'instagram.com/lays.ribeiroo'}]}, 'description': {'mentions': [{'start': 5, 'end': 16, 'username': 'lanadelrey'}]}}"
14670825,mom2summit,15443,11862,"Mom 2.0 Summit: APRIL 2022 - A conversation between #moms + marketers + media. A gathering of #influencers, leaders & content creators. #mom2summit",Everywhere,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ZrNxe2hDAQ', 'expanded_url': 'http://mom2.com', 'display_url': 'mom2.com'}]}, 'description': {'hashtags': [{'start': 52, 'end': 57, 'tag': 'moms'}, {'start': 94, 'end': 106, 'tag': 'influencers'}, {'start': 136, 'end': 147, 'tag': 'mom2summit'}]}}"
36182495,sveedub,1423,378,"CEO, Hello Sunshine. Art lover, curious collaborator, bookworm, lover of stories in all forms. Working to change the narrative for women.",Los Angeles,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/pOQL0xWZ5q', 'expanded_url': 'http://www.hello-sunshine.com', 'display_url': 'hello-sunshine.com'}]}}"
25696975,AriTheHeiress,4607,32701,👩🏾‍💻Web 3.0 educator + entrepreneur.  I help take the intimidation out of NFTs + crypto. Click link for courses + freebies,"Orlando, FL",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/LF3GxGWagb', 'expanded_url': 'http://www.arianacourses.com', 'display_url': 'arianacourses.com'}]}}"
1291507578778734592,dandafam112,659,15343,I am a profesional dumbass | I go outside daily | I make jokes and they're usually (un)funny | Helps run: @HonestRtc and @CrystaliumOOC | ily @CrystaliumOrder,🇺🇸 | NM | PFP: @demu1028 ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Zvwwhp84Zg', 'expanded_url': 'https://twitter.com/', 'display_url': 'twitter.com'}]}, 'description': {'mentions': [{'start': 106, 'end': 116, 'username': 'HonestRtc'}, {'start': 121, 'end': 135, 'username': 'CrystaliumOOC'}, {'start': 142, 'end': 158, 'username': 'CrystaliumOrder'}]}}"
1045840958825336833,Pichu777_,107,3095,"🍉@IBellaYT's not so known emotional helper. Smile, bestie!🍉
💜Inactive Twitch streamer/YouTuber💜
❤️Always be kind to others.❤️
🍉Pfp is made by me.🍉",,False,"{'description': {'mentions': [{'start': 1, 'end': 10, 'username': 'IBellaYT'}]}}"
1331000919996190728,CrystaliumOrder,924,15668,"Greater Overlady of the C.O, roblox and MC gamer. Lore writer, designer and maybe youtuber. Dumbass too, mostly satire. I’ll never forget her… ily @dandafam112",🇵🇹I Crysalis,False,"{'description': {'mentions': [{'start': 147, 'end': 159, 'username': 'dandafam112'}]}}"
899485803146993664,xKiirah,1060,7344,17 // Roblox Tiktoker 🌸// Backup accounts: @Antster @xKiiirah 🌸// Roblox IGN: xKiirah // Insta: xkiirah 🌸 // #RTC member 🌸 // I FOLLOW BACK ❤️,༶•┈┈⛧┈♛🌸 she/her 🌸♛┈⛧┈┈•༶,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/8iJv9m15pv', 'expanded_url': 'https://discord.gg/8CvHSRqxuf', 'display_url': 'discord.gg/8CvHSRqxuf'}]}, 'description': {'hashtags': [{'start': 109, 'end': 113, 'tag': 'RTC'}], 'mentions': [{'start': 43, 'end': 51, 'username': 'Antster'}, {'start': 52, 'end': 61, 'username': 'xKiiirah'}]}}"
