userid,username,followers,tweets,profile_desc,location,verified,entities
1448109629779505153,TectonicCookies,0,88,"Hey McFly, i'm talkin' to you!",,False,
1424258965559386112,GamezAcen,0,37,Hi im Acen.,,False,
1501663595746279426,Kifol8,0,1,,,False,
16745055,Roblox,5131036,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
1425933854733393926,Roblog_,3662,3704,✨ Blog de Notícias sobre #Roblox e seu #Metaverso | Brazilian Page {🇧🇷} | Site: https://t.co/oHqdjeeVDE | Parceiro: @LeaksEvents | Meta: 5 Mil ✨,Stand with Ukraine🇺🇦,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oHqdjeeVDE', 'expanded_url': 'http://roblog.com.br', 'display_url': 'roblog.com.br'}]}, 'description': {'urls': [{'start': 80, 'end': 103, 'url': 'https://t.co/oHqdjeeVDE', 'expanded_url': 'http://roblog.com.br', 'display_url': 'roblog.com.br'}], 'hashtags': [{'start': 25, 'end': 32, 'tag': 'Roblox'}, {'start': 39, 'end': 49, 'tag': 'Metaverso'}], 'mentions': [{'start': 116, 'end': 128, 'username': 'LeaksEvents'}]}}"
1343983338017665024,teste00l,1,356,,,False,
1417587809502826500,Roblox_RTC_BR,11868,8878,"Não sou o @Roblox nem o @Roblox_RTC;
Créditos as fotos de perfil: @PazeTweets;
Dono: @CarBluGStudio.
Idéia: @DianRBLX
Admins: @LeonardoBagi e @RobloxxNotices.",My Hello Kitty Cafe,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/32STGsbMiH', 'expanded_url': 'https://rtcemportugues.carrd.co', 'display_url': 'rtcemportugues.carrd.co'}]}, 'description': {'mentions': [{'start': 10, 'end': 17, 'username': 'Roblox'}, {'start': 24, 'end': 35, 'username': 'Roblox_RTC'}, {'start': 66, 'end': 77, 'username': 'PazeTweets'}, {'start': 85, 'end': 99, 'username': 'CarBluGStudio'}, {'start': 108, 'end': 117, 'username': 'DianRBLX'}, {'start': 126, 'end': 139, 'username': 'LeonardoBagi'}, {'start': 142, 'end': 157, 'username': 'RobloxxNotices'}]}}"
805915274415407104,myster0y,14684,4419,É isso galera !,Brasil,False,
1476418820554117121,luvhbriellaxx,567,10110,Crying session in between 9 PM - 2 AM,dm 2 sponsor 💕,False,
1491231947573669896,KyleXXDD,308,4552,she/her. idk what else,In your closet ,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aTSp53sfwQ', 'expanded_url': 'http://yourmother.lol', 'display_url': 'yourmother.lol'}]}}"
865593156288602112,Jonah_RBX,10264,4602,"18 / Star creator / Roblox Developer

Doing the RTC spread positivity challenge. (/j)

Formerly ""R_obotz""",🇲🇦,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/0QbU9pGN3h', 'expanded_url': 'http://discord.gg/XnqRfbZ', 'display_url': 'discord.gg/XnqRfbZ'}]}}"
1520955388757118976,KainoahG,0,4,me,,False,
1056053249470541824,Roblox_RTC,457454,24467,It's our mission to be one with the community and make this the best place to be! | We are *NOT* @Roblox! | DM 💌 with new info! | Layout by: @PazeTweets,Following ≠ Endorsement,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/t4QnFMvIXg', 'expanded_url': 'http://rtcnews.ca', 'display_url': 'rtcnews.ca'}]}, 'description': {'mentions': [{'start': 97, 'end': 104, 'username': 'Roblox'}, {'start': 141, 'end': 152, 'username': 'PazeTweets'}]}}"
1313608252941312000,h_geen,3,27,hello,,False,
1395751600589791235,WhatsOnRoblox,192,2085,"Posting about the fastest growing new releases on Roblox! To show up here, a game must be new and have hit at least 100 active users.

Powered by @rtrack_live",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OHu0nntane', 'expanded_url': 'https://v3.rtrack.live', 'display_url': 'v3.rtrack.live'}]}, 'description': {'mentions': [{'start': 146, 'end': 158, 'username': 'rtrack_live'}]}}"
1268508413492891648,humanoid_fish,410,24576,"15 and autistic
he/him
wannabe artist (not good at it)
I made a cigarette for an otamatone
I like to do twitch streams
biggest hater in the RTC",The 10th Circle of Hell (RTC),False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ySTaLx7oCi', 'expanded_url': 'https://techlandgg.com', 'display_url': 'techlandgg.com'}]}}"
1262839997536899074,Bryanfe03174049,22,777,hi Im Bryan welcome to my Twitter account Im a gamer |15 years old| my favorite game is call of duty if you want you can follow me. #ElvisMovie #ModernWarfareII,Happy 4th of july! 🎇🇺🇸,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9O0M5Q9Nwc', 'expanded_url': 'https://www.facebook.com/profile.php?id=100071061094151', 'display_url': 'facebook.com/profile.php?id…'}]}, 'description': {'hashtags': [{'start': 132, 'end': 143, 'tag': 'ElvisMovie'}, {'start': 144, 'end': 160, 'tag': 'ModernWarfareII'}]}}"
901894986836279296,Bloxy_News,655656,11665,"Bringing you the latest and greatest @Roblox news.
Have news to report? Send a DM!

*Not affiliated with Roblox Corporation; account managed by @BLOXZ_",The Metaverse,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/WPwKP8Hf7N', 'expanded_url': 'https://bloxy.news/links', 'display_url': 'bloxy.news/links'}]}, 'description': {'mentions': [{'start': 37, 'end': 44, 'username': 'Roblox'}, {'start': 144, 'end': 151, 'username': 'BLOXZ_'}]}}"
1488662920267456512,GraysonRickett1,53,828,My name is Grayson. I am 19 years old and my favorite team is Oklahoma State.,,False,
1454281796217044995,PascualDorian,0,32,A MAN,,False,
1500794532874670081,HOLA_SOY_DORA12,1,5,𝚗𝚊𝚛𝚞𝚝𝚘 𝚒𝚜 𝚕𝚒𝚏𝚎,,False,
1241204168859189250,Rillozzz,3,4,,Baltimore/Toronto,False,
1198719684,downdetector,108383,25700,Real-time problem & outage monitoring,USA,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4NPbAqtKhN', 'expanded_url': 'http://www.downdetector.com', 'display_url': 'downdetector.com'}]}}"
1518212849746780161,woodsarmy1,0,11,If you want to join my |BA| roblox you need discord and my  discord is  Joseph stanlin#2928 please DMs me if you want to join. I am straight I'm a Buddhist.,,False,
1518071534610370560,StupidB90800040,0,12,,,False,
1287566937812238336,Iristhedumbo,16,38,"howdy, I don't post that much lol.",Ur mom,False,
1470878203736637451,lolav_vieira,0,31,,,False,
2608153474,AshleyTheUni,59929,14762,"Use Code ""Unicorn"" when buying ROBUX! 
Business inquiries: ashley@blackshore.com","Austin, TX",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/xulllKGti2', 'expanded_url': 'https://linktr.ee/AshleyTheUnicorn', 'display_url': 'linktr.ee/AshleyTheUnico…'}]}}"
1460824633016344576,FizzyPango,21,873,"YouTube: https://t.co/8imnjH8YWK…
TikTok: https://t.co/q03bTX6wFX

Enjoy some art from me!",,False,"{'description': {'urls': [{'start': 9, 'end': 32, 'url': 'https://t.co/8imnjH8YWK', 'expanded_url': 'http://youtube.com/channel/UC8a8Y', 'display_url': 'youtube.com/channel/UC8a8Y'}, {'start': 42, 'end': 65, 'url': 'https://t.co/q03bTX6wFX', 'expanded_url': 'http://tiktok.com/@fizzypango', 'display_url': 'tiktok.com/@fizzypango'}]}}"
1492945274930618368,RvanArtist,15,281,"I'm a artist and draw stuff, I also make games in unity
Discord : Rvan#4415 feel free to talk.",,False,
