userid,username,followers,tweets,profile_desc,location,verified,entities
1504120535986454531,Roshaan62514542,0,11,,,False,
1069006874811363328,DigitoPlays,101053,1981,16 | YouTuber | DMs Open - I make videos for fun and for peoples enjoyment!,,False,
2586443965,MeganPlays,426261,31472,“POV: she literally never stops talking” #STAYPEACHY 🍑 🌸,"She/Her | Dallas, TX",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/XR9Q1f2aAu', 'expanded_url': 'https://direct.me/meganplays', 'display_url': 'direct.me/meganplays'}]}, 'description': {'hashtags': [{'start': 41, 'end': 52, 'tag': 'STAYPEACHY'}]}}"
1401121026084323329,thanbangtan,125,1866,ʚjiminɞ,jeon,False,
1528956443755368448,Begallampung57,8,355,Trust the builders,,False,
1416070452372459523,RaritySniperNFT,504358,3755,"The #1 source for NFT Rarity. 1600+ verified collection rankings on #Ethereum, #Solana & more! Fill the form to get listed with us: https://t.co/kpTDqdrTor",SniperVerse,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/snED8XkslP', 'expanded_url': 'https://RaritySniper.com/', 'display_url': 'RaritySniper.com'}]}, 'description': {'urls': [{'start': 132, 'end': 155, 'url': 'https://t.co/kpTDqdrTor', 'expanded_url': 'http://bit.ly/3ktJ99M', 'display_url': 'bit.ly/3ktJ99M'}], 'hashtags': [{'start': 68, 'end': 77, 'tag': 'Ethereum'}, {'start': 79, 'end': 86, 'tag': 'Solana'}]}}"
1471370433521987584,SnapShotsNFT,19391,472,"888 Zilla Vs Kong | 444 ZK Babies | 5888 Snapshot Passes | 1 Team 
Building constantly in the Solana Metaverse. 

https://t.co/ah8ygYY1cF",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/vj6mClyxTM', 'expanded_url': 'https://linktr.ee/snapshotsnft', 'display_url': 'linktr.ee/snapshotsnft'}]}, 'description': {'urls': [{'start': 114, 'end': 137, 'url': 'https://t.co/ah8ygYY1cF', 'expanded_url': 'http://linktr.ee/snapshotsnft', 'display_url': 'linktr.ee/snapshotsnft'}]}}"
1503060066324422657,salman98777,0,26,,,False,
1417351468638564363,UwO31042337,2,127,,,False,
1431995894652706819,Pet_SimXLeaks,53908,1230,NOT ASSOCIATED WITH @BuildIntoGames OR @prest4n newest pet simulator leaks will be posted here,,False,"{'description': {'mentions': [{'start': 20, 'end': 35, 'username': 'BuildIntoGames'}, {'start': 39, 'end': 47, 'username': 'prest4n'}]}}"
1500844021664870403,Tatiana35346569,0,8,,,False,
2782793664,Lonnwick,16118,16343,JESUS 👑🙏🏼❤️ YouTuber/Game Dev. 200K+ subs. 290M+ plays on my games.,"Maine, USA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/86pMk9VKiB', 'expanded_url': 'http://YouTube.com/MrLonnieAdolphsen', 'display_url': 'YouTube.com/MrLonnieAdolph…'}]}}"
16745055,Roblox,5129054,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
1440364894033829903,realplayerdao,13605,445,Entrance of Metaverse for community.  Web 3.0 guild. The first task platform of Gamefi. Membership NFT.,discord.gg/rpd,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BmX7PA1Chl', 'expanded_url': 'https://linktr.ee/realplayerdao', 'display_url': 'linktr.ee/realplayerdao'}]}}"
1422465530674356225,kingspeed_io,119040,503,"🏎  NFT Car Racing Game 🏎 
#FreeToPlay #PlayToEarn #KSC
- Our community: https://t.co/aAWIt4fkdf 
- Discord: https://t.co/BJTdLh2kio
- Learn more: htt",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rQJITvvipA', 'expanded_url': 'https://kingspeed.io', 'display_url': 'kingspeed.io'}]}, 'description': {'urls': [{'start': 72, 'end': 95, 'url': 'https://t.co/aAWIt4fkdf', 'expanded_url': 'http://t.me/kingspeedglobal', 'display_url': 't.me/kingspeedglobal'}, {'start': 108, 'end': 131, 'url': 'https://t.co/BJTdLh2kio', 'expanded_url': 'http://discord.gg/7SxtgxMK2v', 'display_url': 'discord.gg/7SxtgxMK2v'}], 'hashtags': [{'start': 26, 'end': 37, 'tag': 'FreeToPlay'}, {'start': 38, 'end': 49, 'tag': 'PlayToEarn'}, {'start': 50, 'end': 54, 'tag': 'KSC'}]}}"
1004945445263536128,GodsUnchained,96801,3856,"Trading Card Game by @immutable. Play and earn, build, and trade with true NFT and $GODS ownership. 
🕹️ https://t.co/dhIoEbm6PJ
🏡 https://t.co/wW6y86k0D8",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/63RN6DnpMs', 'expanded_url': 'http://GodsUnchained.com', 'display_url': 'GodsUnchained.com'}]}, 'description': {'urls': [{'start': 104, 'end': 127, 'url': 'https://t.co/dhIoEbm6PJ', 'expanded_url': 'http://discord.gg/godsunchained', 'display_url': 'discord.gg/godsunchained'}, {'start': 130, 'end': 153, 'url': 'https://t.co/wW6y86k0D8', 'expanded_url': 'http://jobs.lever.co/immutable', 'display_url': 'jobs.lever.co/immutable'}], 'mentions': [{'start': 21, 'end': 31, 'username': 'immutable'}], 'cashtags': [{'start': 83, 'end': 88, 'tag': 'GODS'}]}}"
831291192125960192,MetaQuestGaming,103125,4834,"New handle, who dis?

Oculus Gaming  👉  Meta Quest Gaming",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Pc2V6cUjf4', 'expanded_url': 'http://metaque.st/3IXxzfQ', 'display_url': 'metaque.st/3IXxzfQ'}]}}"
1407210735290052610,ChibiClash,7845,2271,"Prepare to recruit, ally, and $CLASH!
Free to play, fun to earn. 🟢 Staking is live. 🔜 AutoBattler.

💬 https://t.co/5yTqGMpmRH
👽 @AllianceDAO
🌊 links in bio",⛩️☁️🌸 Shintidi 新天地,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/NU1vLhfbUo', 'expanded_url': 'http://beacons.ai/chibiclash', 'display_url': 'beacons.ai/chibiclash'}]}, 'description': {'urls': [{'start': 102, 'end': 125, 'url': 'https://t.co/5yTqGMpmRH', 'expanded_url': 'http://chibi.gg/discord', 'display_url': 'chibi.gg/discord'}], 'mentions': [{'start': 128, 'end': 140, 'username': 'AllianceDAO'}], 'cashtags': [{'start': 30, 'end': 36, 'tag': 'CLASH'}]}}"
892362546811871232,lolsquirr3ls,136,7901,"pfp: IG//iam_royalerose

Banner: @//blinktwiice",,False,
1282222008650969091,vmufyfy,2461,9310,"Pen pineapple apple pen 
Sponsor is open 
48 proofs 😍
@vickyprtty 
mw services open",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eAJdtMPyNc', 'expanded_url': 'https://vmufyfy.carrd.co/', 'display_url': 'vmufyfy.carrd.co'}]}, 'description': {'mentions': [{'start': 54, 'end': 65, 'username': 'vickyprtty'}]}}"
1495117232069910535,tiganonOnRoblox,15,890,Roblox,,False,
1412840538517098498,GoodRBLXTikTok,27705,63,"An account dedicated to good Roblox Tik Toks. 

@TheronSwag",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m5Adpa7Esz', 'expanded_url': 'https://discord.gg/CfVkEVZfuF', 'display_url': 'discord.gg/CfVkEVZfuF'}]}, 'description': {'mentions': [{'start': 48, 'end': 59, 'username': 'TheronSwag'}]}}"
1525775219440463873,chipnicholas271,1,16,im chip,,False,
1496371165111066625,Pro_Noob17,9,750,"I play Minecraft, Fortnite and occasionally Roblox. So what the fuck am I doing on twitter!? #FrostyGoatFam",Yes.,False,"{'description': {'hashtags': [{'start': 93, 'end': 107, 'tag': 'FrostyGoatFam'}]}}"
1443208637665718278,riots_riot,3,1109,,"Wallsend, England",False,
925903893078437889,benrocketgaming,50,2025,I am a new leaker to the community.,Fox Clan HQ,False,
1434191483263913988,AxoArmy,10,227,I post gaming stuff,,False,
2569932542,HappyPower,356832,37418,"Content Creator for @MisfitsGG, News Reporter & Content Creator! #StayHappy 
YouTube: https://t.co/Pvv9dogMiT
JF1PEA",Use Code ALTMARZ In the Item Shop!,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9t5iynRLOL', 'expanded_url': 'https://youtube.com/c/HappyPower', 'display_url': 'youtube.com/c/HappyPower'}]}, 'description': {'urls': [{'start': 86, 'end': 109, 'url': 'https://t.co/Pvv9dogMiT', 'expanded_url': 'http://bit.ly/3c96BSF', 'display_url': 'bit.ly/3c96BSF'}], 'hashtags': [{'start': 65, 'end': 75, 'tag': 'StayHappy'}], 'mentions': [{'start': 20, 'end': 30, 'username': 'MisfitsGG'}]}}"
1432177357935157251,kairiousity,1232,5009,𓈃 freelance graphic designer & ghostwriter | catered 150+ commissions 🎨 | slots availability: #KaiCreates | don't hesitate in sending me a message! ✶,"no reply = offline/asleep , ghosters = blocked
🕒 : 9am — 11pm
✉️ : kaidoescomms@gmail.com
icon : poruvoron",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MK78rEDrcc', 'expanded_url': 'https://urlty.co/sDIM', 'display_url': 'urlty.co/sDIM'}]}, 'description': {'hashtags': [{'start': 94, 'end': 105, 'tag': 'KaiCreates'}]}}"
1425339654673416196,FoundDiana,1,48,,,False,
1537445899130982400,HonestRTC,351,67,"#FlyHighCrystalia
(Parody) 
We are an honest RTC account like @Robloxx_RTC and unlike @Roblox_RTC. (DM for submissions)",Roblox HQ,False,"{'description': {'hashtags': [{'start': 0, 'end': 17, 'tag': 'FlyHighCrystalia'}], 'mentions': [{'start': 62, 'end': 74, 'username': 'Robloxx_RTC'}, {'start': 86, 'end': 97, 'username': 'Roblox_RTC'}]}}"
1538823054310051843,Iunacx,1,17,𝐑𝐨𝐛𝐥𝐨𝐱 𝐜𝐥𝐨𝐭𝐡𝐢𝐧𝐠!/commissions❤︎︎ Group: Lunacx,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JQzXDvwFDL', 'expanded_url': 'https://www.roblox.com/groups/15055828/Lunacx#!/about', 'display_url': 'roblox.com/groups/1505582…'}]}}"
1537466584175886336,bullfreenews,0,408,The premier destination for no bull gaming news.,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/sc6JUS94wY', 'expanded_url': 'http://www.bullfreenews.com', 'display_url': 'bullfreenews.com'}]}}"
1443992747275390980,Crazy86401767,3,293,blue face baby yeah ight,,False,
2413333658,biggranny000,12635,23544,"ROBLOX Developer, Builder, Youtuber with 145K subs. Studying Computer Information Systems. Owner of Deep Space Tycoon. Car and tech enthusiast.",USA,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Qeml2PKcks', 'expanded_url': 'https://www.youtube.com/user/biggranny000', 'display_url': 'youtube.com/user/biggranny…'}]}}"
1298262766206062593,ZackVairz,268,18826,"The fuck you lookin' at?                                       
My BIO? well, i don't have one.                         
Why you ask? it's because! idk myself.",The Unholy Basement,False,
1089657865093160965,noahgaming95,34,1468,DROP WORKCLOCKS AND I WILL SPEND $135 ON ROBLOX,,False,
1426043675969167364,I008Min,2,92,suck,,False,
1484050962138689536,LewetsOnRoblox,0,22,"Youtuber and roblox player, do roblox stuff
DROP ME A FOLLOW
Discord: Lewets#8086
Youtube:https://t.co/aVBkYSTOeI…",,False,"{'description': {'urls': [{'start': 90, 'end': 113, 'url': 'https://t.co/aVBkYSTOeI', 'expanded_url': 'http://youtube.com/channel/UCKfax', 'display_url': 'youtube.com/channel/UCKfax'}]}}"
1397623862628544516,RobloxBedWars,174968,170,"Play BedWars for free on Roblox!

Discord: https://t.co/eaaNbpxulc",🏹,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/p7aDvhMAiU', 'expanded_url': 'https://bedwars.com', 'display_url': 'bedwars.com'}]}, 'description': {'urls': [{'start': 43, 'end': 66, 'url': 'https://t.co/eaaNbpxulc', 'expanded_url': 'http://discord.gg/ZrxgX9QBvH', 'display_url': 'discord.gg/ZrxgX9QBvH'}]}}"
1477641247661637633,watchfoxdeals,268,24395,"A bot that tracks Roblox limited item deals.
Turn on Twitter notifs for notifs. 
Owner: @Chloe_Woahie | fekie#7808
Join the Discord! https://t.co/3C1QwJOfgy",,False,"{'description': {'urls': [{'start': 133, 'end': 156, 'url': 'https://t.co/3C1QwJOfgy', 'expanded_url': 'http://discord.gg/zzUNvdMGJk', 'display_url': 'discord.gg/zzUNvdMGJk'}], 'mentions': [{'start': 88, 'end': 101, 'username': 'Chloe_Woahie'}]}}"
1324450651082993666,MissSlytherinXx,63,3771,🐍 I’m a Slytherin 🐍 🏳️‍🌈 I’m a lesbian 🏳️‍🌈 👑 I love Royale High 👑 ⚡️ I love the Harry Potter series⚡️I’m a female,Chillin with Severus Snape,False,
1308807525219794946,meboxdoge,3136,1231,♡ make roblox vidzzz on TikTok B) https://t.co/uZokLdkLos ♡ pfp by garcelloism on TikTok  ♡ not a furry just doge :) ♡ he/him,He/him,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/m50isqE05c', 'expanded_url': 'https://www.roblox.com/users/723071128/profile', 'display_url': 'roblox.com/users/72307112…'}]}, 'description': {'urls': [{'start': 34, 'end': 57, 'url': 'https://t.co/uZokLdkLos', 'expanded_url': 'https://www.tiktok.com/@boxdoge', 'display_url': 'tiktok.com/@boxdoge'}]}}"
1520724732877881351,BlackWatch1235,0,37,hi,,False,
981639652070305792,melonmcyt,8,261,Gaming is just what I do,Limbo (Arbiterra Entrance),False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/fEZkyjwkVK', 'expanded_url': 'https://www.roblox.com/users/85466452/profile', 'display_url': 'roblox.com/users/85466452…'}]}}"
1299693142778806279,chipp_x,33,1783,https://t.co/MmkGLMhRwT,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eaMnpZOpLa', 'expanded_url': 'http://chipp-x.carrd.co', 'display_url': 'chipp-x.carrd.co'}]}, 'description': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MmkGLMhRwT', 'expanded_url': 'http://chipp-x.card.co', 'display_url': 'chipp-x.card.co'}]}}"
3035583054,JullianRBLX,1455,919,"HELLO

NOT AFFILIATED WITH ROBLOX
I'm just an average everyday seal.",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/aLSHiQPZCs', 'expanded_url': 'https://github.com/Julli4n', 'display_url': 'github.com/Julli4n'}]}}"
1374797386674024448,IamDripAndSwag,12,1545,"I'm the Khun to your Bam 
The Xingqiu to your chongyun 
The Red Doritos to your Blue Doritos",your house,False,
1536380373101314051,ArianPanahi1,0,5,Arian,,False,
2239769311,iamsannay,356188,6304,"6,000,000 subscribers! Thank you all so much!🦄 Click the link below to check out my channel!⭐️",,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Wj4qIrJWLC', 'expanded_url': 'http://youtube.com/c/iamsanna', 'display_url': 'youtube.com/c/iamsanna'}]}}"
347591743,LeahAshe,500715,10890,Business inquiries: ♡ ☻ TheLeahAshe@gmail.com • Pink Queen 👑 • 🌟CODE: LEAHASHE when buying Robux • 4M Angels,"Los Angeles, CA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eJXjtT2P7h', 'expanded_url': 'https://www.youtube.com/channel/UCyQVt6PHgeW2kmh7mYJfGdQ', 'display_url': 'youtube.com/channel/UCyQVt…'}]}}"
701904368237486082,gregoretta0,40,2767,"Nulla. 😂😂😂
Nagyüzemi shitpost gyártó.
Álmodozó meg YouTube videós, meg ilyen izé.",Föld,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/j3dyKxDlOA', 'expanded_url': 'http://facebook.com/gregoretta/', 'display_url': 'facebook.com/gregoretta/'}]}}"
1418808412369002498,SikiesKing,4,145,"Hi, I am a Roblox Player,Developer and Youtuber and I am trying to get into Roblox UGC Program!!
Roblox User - SikiesKing",United Kingdom,False,
1538509457122275328,chloe_yeening,0,4,I have two rabbits takashi and hiroshi 🤪,,False,
888300925642723328,ZeeoStudio,862,307,Creating quality and visually appealing games,,False,
1459817522098851840,Gosilva98,11,51,Now That You Have Seen My Return And Witnessed This Reality Burn,UNKNOWN,False,
964994739383734272,Boyfriend_XML_,5,442,Bep boop bop,,False,
1260561495898894336,DziredRBLX,3883,1231,roblox content creator,FOLLOW ME! 💛,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b0Xr0fxCiS', 'expanded_url': 'http://www.youtube.com/Dzired', 'display_url': 'youtube.com/Dzired'}]}}"
1514751942236405761,Joj81344000,27,1322,Anybody got a spare code?,,False,
1091503634771267584,EGal89,329,18983,YT Content Creator - Head Mod 4 TCKR - Music is my #1 - getting into *creating* on Roblox 😳 - Gamer - No Real Life Clowns Please 😂🤟🤡,,False,
1381587461483032578,CitylookP,268,315,"inspired by adopt me
welcome to Apple studio Account!",island falls,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/l49LwuC89G', 'expanded_url': 'https://www.youtube.com/channel/UC44HVmfmIRCRX0mTx496Svw', 'display_url': 'youtube.com/channel/UC44HV…'}]}}"
1496125613018685443,ALEXISS97050985,22,459,loves Monster jam Ice skating Playing with friends Watches YouTube Plays roblox or amoung us family + friends,,False,
1280632147343216641,plebcy,127617,6141,creator of things,he/him,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/R9Y0udqOgn', 'expanded_url': 'https://twitch.tv/plebcyy', 'display_url': 'twitch.tv/plebcyy'}]}}"
1475275634628775937,FineClothing11,702,1620,"13 • 8k sales (Clothing) • TinyGeckosSonWasTaken#7525 • Commisions Open•
Contributed to 302M+ visits • models for @clickersim1 • alt @SkisYTS",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/VS5evOSpOZ', 'expanded_url': 'https://sokem.carrd.co/', 'display_url': 'sokem.carrd.co'}]}, 'description': {'mentions': [{'start': 114, 'end': 126, 'username': 'clickersim1'}, {'start': 133, 'end': 141, 'username': 'SkisYTS'}]}}"
1265907863144157184,DelusRblx,4383,8066,15 🇿🇦| Dm for inquiries,Roblox Studio,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/F4Cz6FN39Y', 'expanded_url': 'https://www.delusrblx.com/', 'display_url': 'delusrblx.com'}]}}"
1525976412330549248,Robux_Fly,263,55,Free Robux,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/q554vMRho0', 'expanded_url': 'http://zogems.com', 'display_url': 'zogems.com'}]}}"
1534223419411144706,KingsRobux,2166,6,Join Now And Get Free Robux Giveaway 😮💵,United States,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3IZ8FwmpFL', 'expanded_url': 'https://www.robuxhub.cf/', 'display_url': 'robuxhub.cf'}]}}"
1362350367967707142,HardMachine___,101,4348,i hate asymmetrical duals and i love ultrakill,your walls,False,
1476943103797784578,StormLavaNew,48,1765,"Just a normal insider on Twitter, not Lavender Storm, video game photographer",Liberty City,False,
1285694766232076290,Matheusbr9895_,2529,3136,"Apaixonado @RockstarGames EST. 2007 Monitoro, Verifico Mudanças — Relato Novidades; centrados pela Rockstar Games; experiências são de minha autoria.",,False,"{'description': {'mentions': [{'start': 11, 'end': 25, 'username': 'RockstarGames'}]}}"
1526318539942010880,1RobuxGiveaway,439,72,FREE Robux Giveaways |Follow |Like |Share |Win|🏆💰🏆💰,,False,
1484189886458458118,wmndqs,236,5058,attualmente morendo,timothée ,False,
1538613824277839872,OliverRobux,233,25,Robux Giveaway 💵😮,,False,
1255052082630950912,ILWYUBFGISKnTt3,128,3682,"#プリコネR #プロセカ #ごちうさ #五等分の花嫁 などが大好きなオタクです。
推し:ユイ(プリコネR) リゼ(ごちうさ) 愛莉(プロセカ) 鏡音リン(ボカロ) 三玖(五等分の花嫁)プリコネRのギルドはトゥインクルウィッシュ推し！
#無言フォロー おけです♪ 
ミラティブで配信もしています！是非見に来てね♪",ランドソルのどこか,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/4LbM77zsTt', 'expanded_url': 'https://www.mirrativ.com/user/111431103', 'display_url': 'mirrativ.com/user/111431103'}]}, 'description': {'hashtags': [{'start': 0, 'end': 6, 'tag': 'プリコネR'}, {'start': 7, 'end': 12, 'tag': 'プロセカ'}, {'start': 13, 'end': 18, 'tag': 'ごちうさ'}, {'start': 19, 'end': 26, 'tag': '五等分の花嫁'}, {'start': 117, 'end': 124, 'tag': '無言フォロー'}]}}"
1538609801671884800,RobuxJames,56,17,Giveaway 💵 Robux,,False,
926358476942663681,EnqryptedDev,19303,1348,19 | I make games,Malta,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/wbqB9di51x', 'expanded_url': 'https://discord.gg/ZJEd2Rq', 'display_url': 'discord.gg/ZJEd2Rq'}]}}"
1962977918,NinjoOnline,1747,6800,"22 - Australian - Roblox Event Organizer - Gameplay Engineer @Sonar_Games

Over 25M total place visits across all the games I've made!",Australia,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/yTXuV89VhW', 'expanded_url': 'https://linktr.ee/NinjoOnline', 'display_url': 'linktr.ee/NinjoOnline'}]}, 'description': {'mentions': [{'start': 61, 'end': 73, 'username': 'Sonar_Games'}]}}"
790911164683284480,GeeksAcademyEu,833,14668,"🚀 Geeks Academy delivers blended Education (courses, workshops, certifications) in the field of #Cybersecurity #Datascience #AI #Coding #Blockchain #Gaming #VR",Rome • Milan • Lugano • Dubai,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Bh99IidBdH', 'expanded_url': 'http://linktr.ee/geeksacademy', 'display_url': 'linktr.ee/geeksacademy'}]}, 'description': {'hashtags': [{'start': 96, 'end': 110, 'tag': 'Cybersecurity'}, {'start': 111, 'end': 123, 'tag': 'Datascience'}, {'start': 124, 'end': 127, 'tag': 'AI'}, {'start': 128, 'end': 135, 'tag': 'Coding'}, {'start': 136, 'end': 147, 'tag': 'Blockchain'}, {'start': 148, 'end': 155, 'tag': 'Gaming'}, {'start': 156, 'end': 159, 'tag': 'VR'}]}}"
1533653224422514689,The1CoolPop,0,29,IM GAMER AND DEV,,False,
1238138897118507008,VoidR77,114,2884,Void/Raelyn / Artist trying to send a message to the world through art / She/they / video games and music addict / Cryptic tweets are mostly lore or teasers.,I will never do NFTs.,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3Eth7tRKcv', 'expanded_url': 'https://linktr.ee/VoidR77', 'display_url': 'linktr.ee/VoidR77'}]}}"
1449493177786900480,plasaltix,131,16291,"Main/Art account: @plasmantix
Just a very epic alt acount",He/Him | 18 | Black ✊🏿,False,"{'description': {'mentions': [{'start': 18, 'end': 29, 'username': 'plasmantix'}]}}"
1066387395002671104,RealRobloxCodes,37414,1150,"Roblox promo codes for all the biggest Roblox games
#Roblox",Twitter,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/L1AKmH26D1', 'expanded_url': 'https://robloxid.com/', 'display_url': 'robloxid.com'}]}, 'description': {'hashtags': [{'start': 52, 'end': 59, 'tag': 'Roblox'}]}}"
1511894616420720642,eelfiish,12,62,eel﹕illustratorㆍlive2d animator﹕commissions♡open﹕she/her ❞,,False,
1019956483306524674,_suiika_,32120,6175,"Stella | she/her | artist | Live2D rigger | #suiikart | inquiries; @puppetrigs   
Banner: @yeejchan #suiikart",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/7SA3FzgRJ0', 'expanded_url': 'http://throne.me/u/suiika', 'display_url': 'throne.me/u/suiika'}]}, 'description': {'hashtags': [{'start': 44, 'end': 53, 'tag': 'suiikart'}, {'start': 100, 'end': 109, 'tag': 'suiikart'}], 'mentions': [{'start': 67, 'end': 78, 'username': 'puppetrigs'}, {'start': 90, 'end': 99, 'username': 'yeejchan'}]}}"
1356156820276932609,sssaoaopppp,795,37180,"Learning Marxist | Reading: 'The Lost Revolution 1918-1923', 'Failure of a Revolution', & 'Hyperion'",they/she/it/fae | minor,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tq6DLLsSn6', 'expanded_url': 'https://en.pronouns.page/@Soapsticks', 'display_url': 'en.pronouns.page/@Soapsticks'}]}}"
1526828984788566017,bermanite,32,571,books! 👍,,False,
1269342933586763779,Ch7rged,536,464,"16 // Autistic // He/Him
Bri'ish matey",Tesco Extra,False,
