userid,username,followers,tweets,profile_desc,location,verified,entities
1418044846657441796,rttanks,4848,133826,Be sure to use @rttanks for free promotion and 💖! Please Follow Main @almightytank_ #WeGrowTogether #Support4Support #Bot https://t.co/L2TlhNpf3O,"Oklahoma, USA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/U5O08geWed', 'expanded_url': 'https://link.almightytank.com/ytgg', 'display_url': 'link.almightytank.com/ytgg'}]}, 'description': {'urls': [{'start': 122, 'end': 145, 'url': 'https://t.co/L2TlhNpf3O', 'expanded_url': 'http://link.almightytank.com/discord', 'display_url': 'link.almightytank.com/discord'}], 'hashtags': [{'start': 84, 'end': 99, 'tag': 'WeGrowTogether'}, {'start': 100, 'end': 116, 'tag': 'Support4Support'}, {'start': 117, 'end': 121, 'tag': 'Bot'}], 'mentions': [{'start': 15, 'end': 23, 'username': 'rttanks'}, {'start': 69, 'end': 83, 'username': 'almightytank_'}]}}"
1380153937802706949,Rts_WW,3389,158354,@ me for manual retweets. Retweeting is my game…  Discord Link: https://t.co/4peulg7dcj,#WanteysWorld,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/5n5wrTasp6', 'expanded_url': 'http://www.twitch.tv/wanteyg', 'display_url': 'twitch.tv/wanteyg'}]}, 'description': {'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/4peulg7dcj', 'expanded_url': 'http://discord.gg/xxxRcTMNm5', 'display_url': 'discord.gg/xxxRcTMNm5'}]}}"
715492170392846336,BlazedRTs,36251,1231157,"@ us and we will RT your tweet instantly, must be following. Get $10 in Bitcoin for free below 👇👇",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Lfq7tqAe9k', 'expanded_url': 'https://bit.ly/coinbaseXblazed', 'display_url': 'bit.ly/coinbaseXblazed'}]}}"
1150729203563806720,sme_rt,30173,724411,"Follow & add @sme_rt for retweets

https://t.co/AQwHNkVscg

https://t.co/AqYbMRfb1F : STREAMACHINE
https://t.co/58UmPU293Y CC : STREAMACHINETTV
https://t.co/HrvI4M6QPc : STREAMACHINE","Manchester, UK",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/eEcJoc5PBx', 'expanded_url': 'https://twitch.tv/streamachin3', 'display_url': 'twitch.tv/streamachin3'}]}, 'description': {'urls': [{'start': 35, 'end': 58, 'url': 'https://t.co/AQwHNkVscg', 'expanded_url': 'http://discord.com/invite/ZbbQnTc', 'display_url': 'discord.com/invite/ZbbQnTc'}, {'start': 60, 'end': 83, 'url': 'https://t.co/AqYbMRfb1F', 'expanded_url': 'http://klutchkontrol.com', 'display_url': 'klutchkontrol.com'}, {'start': 99, 'end': 122, 'url': 'https://t.co/58UmPU293Y', 'expanded_url': 'http://epicgames.com', 'display_url': 'epicgames.com'}, {'start': 144, 'end': 167, 'url': 'https://t.co/HrvI4M6QPc', 'expanded_url': 'http://nerdordie.com', 'display_url': 'nerdordie.com'}], 'mentions': [{'start': 13, 'end': 20, 'username': 'sme_rt'}]}}"
1084937149,PromoteAMGamers,22220,25803,Always Helping The Community. Feel Free To Tag Us.,Michigan,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ca29ijHQPL', 'expanded_url': 'https://discord.gg/pdknEWQZwj', 'display_url': 'discord.gg/pdknEWQZwj'}]}}"
1128878664572166144,rtsmallstreams,51472,1144176,"#twitch #streamer #RT account. Will RT you if you follow and @ it.

Run by @Correnzo for @legiongc, a platform to help content creators grow!

Amazon affiliate.",USA,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/3qeMm4CHCx', 'expanded_url': 'https://news.legiongc.com/rtsslinks', 'display_url': 'news.legiongc.com/rtsslinks'}]}, 'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'twitch'}, {'start': 8, 'end': 17, 'tag': 'streamer'}, {'start': 18, 'end': 21, 'tag': 'RT'}], 'mentions': [{'start': 75, 'end': 84, 'username': 'Correnzo'}, {'start': 89, 'end': 98, 'username': 'legiongc'}]}}"
1495689026249977861,SupStreamers,2097,65595,Helping streamers grow since 2016! Wanna grow as a streamer and build a community around you? Join Our Discord: https://t.co/nGsN7AccFM,Worldwide,False,"{'description': {'urls': [{'start': 112, 'end': 135, 'url': 'https://t.co/nGsN7AccFM', 'expanded_url': 'http://discord.gg/aV9ZGVe', 'display_url': 'discord.gg/aV9ZGVe'}]}}"
1256373983827693568,promo_streams,27228,231150,"Follow and mention us to promote your tweet.
Siguenos y mencionanos para promocionar tu tweet.
@promo_streams @SouthDivisionSD",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/9b94E0GKrj', 'expanded_url': 'https://www.twitch.tv/perlopgames', 'display_url': 'twitch.tv/perlopgames'}]}, 'description': {'mentions': [{'start': 95, 'end': 109, 'username': 'promo_streams'}, {'start': 110, 'end': 126, 'username': 'SouthDivisionSD'}]}}"
1330921036284637192,StreamersRT1,30184,244321,#Follow and @US for #Retweet Helping out our fellow #streamers & #gamers also go join our #Discord to grow yourself even more https://t.co/pZcVkwmQpp,belgium,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/KLDoPGf2ZI', 'expanded_url': 'https://www.twitch.tv/the_white_wolves', 'display_url': 'twitch.tv/the_white_wolv…'}]}, 'description': {'urls': [{'start': 126, 'end': 149, 'url': 'https://t.co/pZcVkwmQpp', 'expanded_url': 'http://discord.gg/rprsS67vMc', 'display_url': 'discord.gg/rprsS67vMc'}], 'hashtags': [{'start': 0, 'end': 7, 'tag': 'Follow'}, {'start': 20, 'end': 28, 'tag': 'Retweet'}, {'start': 52, 'end': 62, 'tag': 'streamers'}, {'start': 65, 'end': 72, 'tag': 'gamers'}, {'start': 90, 'end': 98, 'tag': 'Discord'}], 'mentions': [{'start': 12, 'end': 15, 'username': 'US'}]}}"
1304145189708193795,TwitwatchRT,9106,5787,Helping to promote your streams 💜 Follow and tag for a #retweet 💜 Retweet account for @twitwatchtv,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/b0yCmlGKTf', 'expanded_url': 'https://www.twitwatchtv.com/', 'display_url': 'twitwatchtv.com'}]}, 'description': {'hashtags': [{'start': 55, 'end': 63, 'tag': 'retweet'}], 'mentions': [{'start': 86, 'end': 98, 'username': 'twitwatchtv'}]}}"
769152602302914560,Echonoxica,1324,8486,"developer who works at @rokarblx and loves @f1 a little too much.

:)",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/rkxWnG4sWF', 'expanded_url': 'https://www.roblox.com/users/67717717/profile', 'display_url': 'roblox.com/users/67717717…'}]}, 'description': {'mentions': [{'start': 23, 'end': 32, 'username': 'rokarblx'}, {'start': 43, 'end': 46, 'username': 'f1'}]}}"
3025674465,KreekCraft,874258,30812,Pop-Tarts please sponsor me | alt @LateToStream | https://t.co/LH7ueVQaMh | https://t.co/z6SMQDCtIJ | https://t.co/oHh2XDecoB | business: kreekcraft@moreyellow.com,"Pittsburgh, USA",True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/tb9oeGXpHU', 'expanded_url': 'https://direct.me/kreekcraft', 'display_url': 'direct.me/kreekcraft'}]}, 'description': {'urls': [{'start': 50, 'end': 73, 'url': 'https://t.co/LH7ueVQaMh', 'expanded_url': 'http://youtube.com/KreekCraft', 'display_url': 'youtube.com/KreekCraft'}, {'start': 76, 'end': 99, 'url': 'https://t.co/z6SMQDCtIJ', 'expanded_url': 'http://instagram.com/dakreekcraft', 'display_url': 'instagram.com/dakreekcraft'}, {'start': 102, 'end': 125, 'url': 'https://t.co/oHh2XDecoB', 'expanded_url': 'http://kreekshop.com', 'display_url': 'kreekshop.com'}], 'mentions': [{'start': 34, 'end': 47, 'username': 'LateToStream'}]}}"
1323857383777538048,EMaleeky,449,1871,Available for all hacking /account recovery services,united state,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/MqtPJ5seaj', 'expanded_url': 'http://barnscodes.com', 'display_url': 'barnscodes.com'}]}}"
1477335872462856197,JO9c9,555,9076,"Hi Guys!

Online: 🟢
Offline:🔴
Sleeping:💤
listening to music: 🎵

꧁•⊹٭ILYSM IN ALL OF MY HEART @iiRexah٭⊹•꧂
                          (Person above is cute)",Earth,False,"{'description': {'mentions': [{'start': 93, 'end': 101, 'username': 'iiRexah'}]}}"
1520401971114651650,conewaey1,65,3340,lol / pansexual / block = own maybe / chill if you act chill,200 meters from where your at!,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ry3SHS3oz9', 'expanded_url': 'https://www.roblox.com/users/973705783/profile', 'display_url': 'roblox.com/users/97370578…'}]}}"
1533531728,SurvivalPiraten,2395,173086,"#Bensch - Half Bot, half Human | 
Gemeinsam Survival'n & Räubern macht Stark. | #F4F & #Retweet bei #Survival, #Gaming & mehr. 
Under Control by @Bl4ckSkull666",Nordrhein-Westfalen,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/K5pwpVulFX', 'expanded_url': 'https://www.survival-piraten.de', 'display_url': 'survival-piraten.de'}]}, 'description': {'hashtags': [{'start': 0, 'end': 7, 'tag': 'Bensch'}, {'start': 80, 'end': 84, 'tag': 'F4F'}, {'start': 87, 'end': 95, 'tag': 'Retweet'}, {'start': 100, 'end': 109, 'tag': 'Survival'}, {'start': 111, 'end': 118, 'tag': 'Gaming'}], 'mentions': [{'start': 145, 'end': 159, 'username': 'Bl4ckSkull666'}]}}"
3512061797,FindRTs,322,6142,The premier retweeting page! Tweet “@FindRTs” for retweets! • Support contact: @FindHQs,Contact @FindHQs for promo. 📥,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/JzLXh8vrTH', 'expanded_url': 'https://twitter.com/FindHQs', 'display_url': 'twitter.com/FindHQs'}]}, 'description': {'mentions': [{'start': 36, 'end': 44, 'username': 'FindRTs'}, {'start': 79, 'end': 87, 'username': 'FindHQs'}]}}"
2834114661,wwwanpaus,19595,1371824,❤️ https://t.co/BQa5Kzwnef ❤️ https://t.co/0rUrU1BLAa ❤️ luv y'all ❤️,"Los Angeles, CA",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/dgw5WuH5Ar', 'expanded_url': 'https://twitch.tv/anpaus', 'display_url': 'twitch.tv/anpaus'}]}, 'description': {'urls': [{'start': 3, 'end': 26, 'url': 'https://t.co/BQa5Kzwnef', 'expanded_url': 'http://twitch.tv/anpaus', 'display_url': 'twitch.tv/anpaus'}, {'start': 30, 'end': 53, 'url': 'https://t.co/0rUrU1BLAa', 'expanded_url': 'http://youtube.com/c/ANPAUS', 'display_url': 'youtube.com/c/ANPAUS'}]}}"
962219190538199041,SGH_RTs,43684,1639415,We retweet everything you tag us in! Only rules are to follow us! Our main: @SocialGamingHub,Worldwide,False,"{'description': {'mentions': [{'start': 76, 'end': 92, 'username': 'SocialGamingHub'}]}}"
1153333762081591296,rtbestiefam,1157,12118,@ us use #BESTIEFAM go follow the admin gamer streamer couple:@nicknamenikkie & @ayevincenzotv 🎮🎧❤️‍🔥(NOT F4F) #BESTIEFAM #MEATBALLMAFIA DISCORD LINK👇,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/OB5wjckCVQ', 'expanded_url': 'https://discord.gg/HFCjk3c9RS', 'display_url': 'discord.gg/HFCjk3c9RS'}]}, 'description': {'hashtags': [{'start': 9, 'end': 19, 'tag': 'BESTIEFAM'}, {'start': 111, 'end': 121, 'tag': 'BESTIEFAM'}, {'start': 122, 'end': 136, 'tag': 'MEATBALLMAFIA'}], 'mentions': [{'start': 62, 'end': 77, 'username': 'nicknamenikkie'}, {'start': 80, 'end': 94, 'username': 'ayevincenzotv'}]}}"
887075797617352704,YBLOVEDOMYC,709,11241,IG: ATopTier,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/X3f4Za5OuC', 'expanded_url': 'https://music.apple.com/us/album/landed-in-sac-single/1465419421', 'display_url': 'music.apple.com/us/album/lande…'}]}}"
1220051138843742209,brew_geeks,5588,22863,Attempting to help content creators of all kinds grow! Good luck and have fun. or reach out if you wanna do a collaboration looking to work with more people.,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/gSBv66Q6R8', 'expanded_url': 'https://linktr.ee/drpeabs', 'display_url': 'linktr.ee/drpeabs'}]}}"
1244630657629896704,stillwithbeomie,341,18662,"SAMSAM -@M1MOONGI

I'm black and lesbian (17)
i joke alot so get used to it 

slurp
bee loml",he/they,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BPnZamAERo', 'expanded_url': 'http://jungkookluver.com', 'display_url': 'jungkookluver.com'}]}, 'description': {'mentions': [{'start': 8, 'end': 17, 'username': 'M1MOONGI'}]}}"
1520797325425356800,GameboyOJ,1,18,,,False,
774665717685817344,Kool_Aid203,2200,11674,Aidan | He/Him 🏳️‍🌈| 18 | multi-fandom | #BLACKLIVESMATTER | Stop sleeping on yourself 💚 | Owner of @_TTGD_Roblox,"Brooklyn, NY",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ur5d92ND1y', 'expanded_url': 'https://blacklivesmatters.carrd.co/', 'display_url': 'blacklivesmatters.carrd.co'}]}, 'description': {'hashtags': [{'start': 41, 'end': 58, 'tag': 'BLACKLIVESMATTER'}], 'mentions': [{'start': 100, 'end': 113, 'username': '_TTGD_Roblox'}]}}"
1322086688848564225,_TTGD_Roblox,2493,725,"An upcoming Roblox Thomas and Friends game based on the HiT Entertainment Era!

Account run by @Kool_Aid203",,False,"{'description': {'mentions': [{'start': 95, 'end': 107, 'username': 'Kool_Aid203'}]}}"
1485093370649317377,OfficalYTDoushe,0,12,Our art,,False,
2850532049,AlbertsStuff,1174471,10114,scoundrel,he/him,False,
776505,BLOX,1974,25,"(not affiliated with @ROBLOX)

editor for @albertsstuff
clockwork calculator
veteran of every war
owner of robux
the highest rank
tweets expire",,False,"{'description': {'mentions': [{'start': 21, 'end': 28, 'username': 'ROBLOX'}, {'start': 42, 'end': 55, 'username': 'albertsstuff'}]}}"
50980945,ShotaroJoestar,133,16079,I spent $300 on Mighty No. 9. I’m also in a Video Game Ska Band called The Skalors. Black Lives Matter. ACAB,,False,
1229690659,Cai_Behr,73,31273,"3D Animatior | Podcaster | Occasional Streamer
Find my content here:
Twitch: https://t.co/JjXH8WP3qb
Podcast: https://t.co/7kRqRvCqc9",,False,"{'description': {'urls': [{'start': 77, 'end': 100, 'url': 'https://t.co/JjXH8WP3qb', 'expanded_url': 'http://twitch.tv/cai_behr', 'display_url': 'twitch.tv/cai_behr'}, {'start': 110, 'end': 133, 'url': 'https://t.co/7kRqRvCqc9', 'expanded_url': 'https://open.spotify.com/show/41w4UNmu7AkWCI9yHyxsre', 'display_url': 'open.spotify.com/show/41w4UNmu7…'}]}}"
1107021887916396545,Qu3stionL,16,346,"I am a weird kid(17), fun with friends, ex t2 ow player currently mains Valorant, and a lil bit of soccer😂",,False,
1269392562516660224,westjett1,48797,6274,YouToober | “Content” for @SoaRGaming | SKIN GUY valorantclipshd@gmail.com for business,Pen Island ,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bxnWT5AAUS', 'expanded_url': 'https://www.youtube.com/c/WestJett', 'display_url': 'youtube.com/c/WestJett'}]}, 'description': {'mentions': [{'start': 26, 'end': 37, 'username': 'SoaRGaming'}]}}"
1323203219175034880,gh0rb,4286,5458,ilyt @st4rstrckk 😡😡 // priv: @fazzyblast // PFP BY @_bosley__ AND IM MATCHING WITH VERY COOL PEOPPLE,Gina at heart .. any pronouns,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/GWYEUu1nIw', 'expanded_url': 'https://ghorb.carrd.co', 'display_url': 'ghorb.carrd.co'}]}, 'description': {'mentions': [{'start': 5, 'end': 16, 'username': 'st4rstrckk'}, {'start': 29, 'end': 40, 'username': 'fazzyblast'}, {'start': 51, 'end': 61, 'username': '_bosley__'}]}}"
1122498383829250048,UGCNotifier,24787,96579,"Notifier created by @greens_stuff
Icon & banner by @Odd_sRBLX

Join our @discord server ➡️  https://t.co/rE6Ui9ISiM
Looking for UGC News? ➡️ @UGC_News",,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/O7JVMWEIjO', 'expanded_url': 'https://discord.gg/ax2mwbE', 'display_url': 'discord.gg/ax2mwbE'}]}, 'description': {'urls': [{'start': 92, 'end': 115, 'url': 'https://t.co/rE6Ui9ISiM', 'expanded_url': 'http://discord.gg/ax2mwbE', 'display_url': 'discord.gg/ax2mwbE'}], 'mentions': [{'start': 20, 'end': 33, 'username': 'greens_stuff'}, {'start': 51, 'end': 61, 'username': 'Odd_sRBLX'}, {'start': 72, 'end': 80, 'username': 'discord'}, {'start': 141, 'end': 150, 'username': 'UGC_News'}]}}"
1135366791696396290,JoseM1422_,119,1830,"Hi pretty human ♡

he/him

ig: josem._.1422x","Estado de México, México",False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Se8K7IbKNp', 'expanded_url': 'https://instagram.com/josem._.1422x?igshid=YmMyMTA2M2Y=', 'display_url': 'instagram.com/josem._.1422x?…'}]}}"
1422306335018860549,t3rriych,76,1856,tete y yo escuchando la combi versace en la metro con sus balenciagas,=^._.^= ∫  (=｀ω´=)  ,False,
1156323953322987520,irlagarciaa,142,257,carai,☻︎ꨄ⚖︎➶︎,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/isvomJOvDS', 'expanded_url': 'https://instagram.com/irlagt_?r=nametag', 'display_url': 'instagram.com/irlagt_?r=name…'}]}}"
1362844656229175296,vanessa_step,7165,5335,"I'm a digital artist, If anyone need logo, banner, transitions and website coding then DM me for rates.",United Kingdom,False,
1426560798957215745,twitchbestiefam,738,7780,WE RT all besties just @ us in your tweets and use #BESTIEFAM🫶 follow @nicknamenikkie & @ayevincenzotv the gamer streaming couple🎮,NY,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/o1zawhcRsG', 'expanded_url': 'https://discord.gg/HFCjk3c9RS', 'display_url': 'discord.gg/HFCjk3c9RS'}]}, 'description': {'hashtags': [{'start': 51, 'end': 61, 'tag': 'BESTIEFAM'}], 'mentions': [{'start': 70, 'end': 85, 'username': 'nicknamenikkie'}, {'start': 88, 'end': 102, 'username': 'ayevincenzotv'}]}}"
896465225938948096,RexRTs,20509,109508,"Giving exposure to content creators • Follow us for RT • Affiliated with @DynoRTs , @TopsRTs & @BrawlRTs • Owned by @ZFeSports • #YouTube #Twitch",August 2017,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bARyRIaUsM', 'expanded_url': 'http://discord.gg/ebsssW6', 'display_url': 'discord.gg/ebsssW6'}]}, 'description': {'hashtags': [{'start': 129, 'end': 137, 'tag': 'YouTube'}, {'start': 138, 'end': 145, 'tag': 'Twitch'}], 'mentions': [{'start': 73, 'end': 81, 'username': 'DynoRTs'}, {'start': 84, 'end': 92, 'username': 'TopsRTs'}, {'start': 95, 'end': 104, 'username': 'BrawlRTs'}, {'start': 116, 'end': 126, 'username': 'ZFeSports'}]}}"
715904729516118017,DripRT,7824,183284,Follow and Mention @DripRT for a retweet! :D Sponsored by @FreeTacoz https://t.co/cpjU4x73Iw,,False,"{'description': {'urls': [{'start': 69, 'end': 92, 'url': 'https://t.co/cpjU4x73Iw', 'expanded_url': 'http://Twitch.tv/FreeTacoz', 'display_url': 'Twitch.tv/FreeTacoz'}], 'mentions': [{'start': 19, 'end': 26, 'username': 'DripRT'}, {'start': 58, 'end': 68, 'username': 'FreeTacoz'}]}}"
903606845868257280,Mighty_RTs,14540,91671,Tag us in your tweets for instant Retweets,,False,
895382071438213120,DynoRTs,14271,133791,Giving exposure to content creators • Follow us for RT • Affiliated with @RexRTs @TopsRTs • Owned by @ZFeSports • #SupportSmallStreamers #Twitch #YouTube,,False,"{'description': {'hashtags': [{'start': 114, 'end': 136, 'tag': 'SupportSmallStreamers'}, {'start': 137, 'end': 144, 'tag': 'Twitch'}, {'start': 145, 'end': 153, 'tag': 'YouTube'}], 'mentions': [{'start': 73, 'end': 80, 'username': 'RexRTs'}, {'start': 81, 'end': 89, 'username': 'TopsRTs'}, {'start': 101, 'end': 111, 'username': 'ZFeSports'}]}}"
1385631839927341057,tiktokandtwitch,491,6444,@ us & use #BESTIEFAM🫶 and go follow the admin gamer streamer couple: @nicknamenikkie and @ayevincenzotv 🎮🎧❤️‍🔥 #BESTIEFAM #MEATBALLMAFIA DISCORD LINK👇,NY,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/ukItQPUCxC', 'expanded_url': 'https://discord.gg/HFCjk3c9RS', 'display_url': 'discord.gg/HFCjk3c9RS'}]}, 'description': {'hashtags': [{'start': 11, 'end': 21, 'tag': 'BESTIEFAM'}, {'start': 112, 'end': 122, 'tag': 'BESTIEFAM'}, {'start': 123, 'end': 137, 'tag': 'MEATBALLMAFIA'}], 'mentions': [{'start': 70, 'end': 85, 'username': 'nicknamenikkie'}, {'start': 90, 'end': 104, 'username': 'ayevincenzotv'}]}}"
2846152221,Temprist,296801,1704,hello hello,,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/oPDpcaUbLX', 'expanded_url': 'http://youtube.com/Temprist', 'display_url': 'youtube.com/Temprist'}]}}"
1267553521945075712,i_luvv_yoongi,30,1473,ok,"Long Beach, CA",False,
1370530899167752192,braedenrush,7,232,,,False,
16745055,Roblox,5129025,10281,"Bringing the world together to play, create, explore, and socialize within millions of 3D virtual worlds. 

For support, go to https://t.co/yRCNeQf3Nf.",California,True,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/nETwh2gRPi', 'expanded_url': 'https://rblx.co/Roblox', 'display_url': 'rblx.co/Roblox'}]}, 'description': {'urls': [{'start': 127, 'end': 150, 'url': 'https://t.co/yRCNeQf3Nf', 'expanded_url': 'http://rblx.co/help', 'display_url': 'rblx.co/help'}]}}"
1520731794835836928,Blyatmah,8,138,cleaning up Twitter from cringe to make it a better place,Australia,False,
1536627139101208576,Alexabunbun18,12,114,"I HATE ROYALE HIGH AND PIGGY
Fat twitter lock my acc",,False,
1392729543161438208,DISCRETIONRBLX,51,380,Roblox trader,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/Ve3MsUPLDx', 'expanded_url': 'https://www.roblox.com/users/7082576/profile', 'display_url': 'roblox.com/users/7082576/…'}]}}"
1431700706612940802,midiux,3084,19840,think i can see the beach ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏͏ ͏ ͏ ͏ ͏,,False,
1463764488293810176,gjdjeigre,3,280,i block you = you own me,,False,
1424840808381956097,Amansees,5470,7904,Egyptian Arab Male (🎂 In 53 Days),Discord is garry#0376,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/qrEnfkLaqI', 'expanded_url': 'https://discord.gg/eNBGTMNZs2', 'display_url': 'discord.gg/eNBGTMNZs2'}]}}"
1532994133668728833,NungDev,9,484,Game dev in training,,False,
1477500946200596480,CrankyShip,1,11,3D modeler who's aspiring to become a Roblox UGC artist!,,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/IU5umq4fV9', 'expanded_url': 'https://solo.to/page', 'display_url': 'solo.to/page'}]}}"
1421106573993070593,DrewPWeiner24,8,824,Professional Bullshitter,　　　　ㅤ,False,
1391889869920735232,otakusareweebs,794,652,i draw suggestive buff men and multi-fandom stuff!!^^. i’m a minor!!,he/him!!! ally. not in rtc!,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/BpBOz2dtdL', 'expanded_url': 'http://ko-fi.com/anotaku', 'display_url': 'ko-fi.com/anotaku'}]}}"
1446444357184225280,TozSkollz,4813,8619,suggestive art ● dni if zoophile/pedophile/nft/proshipper ● 🇻🇳 ● 16 ● any pronouns are fine ● Discord: Skotic#1672,toilet,False,"{'url': {'urls': [{'start': 0, 'end': 23, 'url': 'https://t.co/bmUfwC0T79', 'expanded_url': 'https://ko-fi.com/skoticneedmoney', 'display_url': 'ko-fi.com/skoticneedmoney'}]}}"
1346484149448794114,Sergio09919996,0,49,,,False,
1499954452526436353,SpearyBLOX,3610,128,"Giveaways! ⭐
                         
Join my discord server ✨ https://t.co/U5qTopbfSL",ʂσɱɯԋҽɾҽ,False,"{'description': {'urls': [{'start': 64, 'end': 87, 'url': 'https://t.co/U5qTopbfSL', 'expanded_url': 'http://discord.gg/V7fZCysQGg', 'display_url': 'discord.gg/V7fZCysQGg'}]}}"
